2582580513	2582580513.fna	bacteria00036	bacteria00036.fna
2582580514	2582580514.fna	bacteria00037	bacteria00037.fna
2582580515	2582580515.fna	bacteria00038	bacteria00038.fna
2582580516	2582580516.fna	bacteria00039	bacteria00039.fna
2582580517	2582580517.fna	bacteria00040	bacteria00040.fna
2582580518	2582580518.fna	bacteria00041	bacteria00041.fna
2582580519	2582580519.fna	bacteria00042	bacteria00042.fna
2582580520	2582580520.fna	bacteria00043	bacteria00043.fna
2582580521	2582580521.fna	bacteria00044	bacteria00044.fna
2582580522	2582580522.fna	bacteria00045	bacteria00045.fna
2582580523	2582580523.fna	bacteria00046	bacteria00046.fna
2582580524	2582580524.fna	bacteria00047	bacteria00047.fna
2582580525	2582580525.fna	bacteria00048	bacteria00048.fna
2582580526	2582580526.fna	bacteria00049	bacteria00049.fna
2582580527	2582580527.fna	bacteria00050	bacteria00050.fna
2582580528	2582580528.fna	bacteria00051	bacteria00051.fna
2582580529	2582580529.fna	bacteria00052	bacteria00052.fna
2582580530	2582580530.fna	bacteria00053	bacteria00053.fna
2582580531	2582580531.fna	bacteria00054	bacteria00054.fna
2582580532	2582580532.fna	bacteria00055	bacteria00055.fna
2582580533	2582580533.fna	bacteria00056	bacteria00056.fna
2582580534	2582580534.fna	bacteria00057	bacteria00057.fna
2582580535	2582580535.fna	bacteria00058	bacteria00058.fna
2582580536	2582580536.fna	bacteria00059	bacteria00059.fna
2582580537	2582580537.fna	bacteria00060	bacteria00060.fna
2582580538	2582580538.fna	bacteria00061	bacteria00061.fna
2582580539	2582580539.fna	bacteria00062	bacteria00062.fna
2582580540	2582580540.fna	bacteria00063	bacteria00063.fna
2582580541	2582580541.fna	bacteria00064	bacteria00064.fna
2582580542	2582580542.fna	bacteria00065	bacteria00065.fna
2582580543	2582580543.fna	bacteria00066	bacteria00066.fna
2582580544	2582580544.fna	bacteria00067	bacteria00067.fna
2582580545	2582580545.fna	bacteria00068	bacteria00068.fna
2582580546	2582580546.fna	bacteria00069	bacteria00069.fna
2582580547	2582580547.fna	bacteria00070	bacteria00070.fna
2582580548	2582580548.fna	bacteria00071	bacteria00071.fna
2582580549	2582580549.fna	bacteria00072	bacteria00072.fna
2582580550	2582580550.fna	bacteria00073	bacteria00073.fna
2582580551	2582580551.fna	bacteria00074	bacteria00074.fna
2582580552	2582580552.fna	bacteria00075	bacteria00075.fna
2582580553	2582580553.fna	bacteria00076	bacteria00076.fna
2582580554	2582580554.fna	bacteria00077	bacteria00077.fna
2582580555	2582580555.fna	bacteria00078	bacteria00078.fna
2582580556	2582580556.fna	bacteria00079	bacteria00079.fna
2582580557	2582580557.fna	bacteria00080	bacteria00080.fna
2582580558	2582580558.fna	bacteria00081	bacteria00081.fna
2582580559	2582580559.fna	bacteria00082	bacteria00082.fna
2582580560	2582580560.fna	bacteria00083	bacteria00083.fna
2582580561	2582580561.fna	bacteria00084	bacteria00084.fna
2582580562	2582580562.fna	bacteria00085	bacteria00085.fna
2582580563	2582580563.fna	bacteria00086	bacteria00086.fna
2582580564	2582580564.fna	bacteria00087	bacteria00087.fna
2582580565	2582580565.fna	bacteria00088	bacteria00088.fna
2582580566	2582580566.fna	bacteria00089	bacteria00089.fna
2582580567	2582580567.fna	bacteria00090	bacteria00090.fna
2582580568	2582580568.fna	bacteria00091	bacteria00091.fna
2582580569	2582580569.fna	bacteria00092	bacteria00092.fna
2582580570	2582580570.fna	bacteria00093	bacteria00093.fna
2582580571	2582580571.fna	bacteria00094	bacteria00094.fna
2582580572	2582580572.fna	bacteria00095	bacteria00095.fna
2582580573	2582580573.fna	bacteria00096	bacteria00096.fna
2582580574	2582580574.fna	bacteria00097	bacteria00097.fna
2582580575	2582580575.fna	bacteria00098	bacteria00098.fna
2582580576	2582580576.fna	bacteria00099	bacteria00099.fna
2582580577	2582580577.fna	bacteria00100	bacteria00100.fna
2582580578	2582580578.fna	bacteria00101	bacteria00101.fna
2582580579	2582580579.fna	bacteria00102	bacteria00102.fna
2582580580	2582580580.fna	bacteria00103	bacteria00103.fna
2582580581	2582580581.fna	bacteria00104	bacteria00104.fna
2582580582	2582580582.fna	bacteria00105	bacteria00105.fna
2582580583	2582580583.fna	bacteria00106	bacteria00106.fna
2582580584	2582580584.fna	bacteria00107	bacteria00107.fna
2582580585	2582580585.fna	bacteria00108	bacteria00108.fna
2582580586	2582580586.fna	bacteria00109	bacteria00109.fna
2582580587	2582580587.fna	bacteria00110	bacteria00110.fna
2582580588	2582580588.fna	bacteria00111	bacteria00111.fna
2582580589	2582580589.fna	bacteria00112	bacteria00112.fna
2582580590	2582580590.fna	bacteria00113	bacteria00113.fna
2582580591	2582580591.fna	bacteria00114	bacteria00114.fna
2582580592	2582580592.fna	bacteria00115	bacteria00115.fna
2582580593	2582580593.fna	bacteria00116	bacteria00116.fna
2582580594	2582580594.fna	bacteria00117	bacteria00117.fna
2582580595	2582580595.fna	bacteria00118	bacteria00118.fna
2582580596	2582580596.fna	bacteria00119	bacteria00119.fna
2582580597	2582580597.fna	bacteria00120	bacteria00120.fna
2582580598	2582580598.fna	bacteria00121	bacteria00121.fna
2582580599	2582580599.fna	bacteria00122	bacteria00122.fna
2582580600	2582580600.fna	bacteria00123	bacteria00123.fna
2582580601	2582580601.fna	bacteria00124	bacteria00124.fna
2582580602	2582580602.fna	bacteria00125	bacteria00125.fna
2582580603	2582580603.fna	bacteria00126	bacteria00126.fna
2582580604	2582580604.fna	bacteria00127	bacteria00127.fna
2582580605	2582580605.fna	bacteria00128	bacteria00128.fna
2582580606	2582580606.fna	bacteria00129	bacteria00129.fna
2582580607	2582580607.fna	bacteria00130	bacteria00130.fna
2582580608	2582580608.fna	bacteria00131	bacteria00131.fna
2582580609	2582580609.fna	bacteria00132	bacteria00132.fna
2582580610	2582580610.fna	bacteria00133	bacteria00133.fna
2582580611	2582580611.fna	bacteria00134	bacteria00134.fna
2582580612	2582580612.fna	bacteria00135	bacteria00135.fna
2582580613	2582580613.fna	bacteria00136	bacteria00136.fna
2582580614	2582580614.fna	bacteria00137	bacteria00137.fna
2582580615	2582580615.fna	bacteria00138	bacteria00138.fna
2582580616	2582580616.fna	bacteria00139	bacteria00139.fna
2582580617	2582580617.fna	bacteria00140	bacteria00140.fna
2582580620	2582580620.fna	bacteria00141	bacteria00141.fna
2582580621	2582580621.fna	bacteria00142	bacteria00142.fna
2582580622	2582580622.fna	bacteria00143	bacteria00143.fna
2582580623	2582580623.fna	bacteria00144	bacteria00144.fna
2582580624	2582580624.fna	bacteria00145	bacteria00145.fna
2582580625	2582580625.fna	bacteria00146	bacteria00146.fna
2582580627	2582580627.fna	bacteria00147	bacteria00147.fna
2582580628	2582580628.fna	bacteria00148	bacteria00148.fna
2582580629	2582580629.fna	bacteria00149	bacteria00149.fna
2582580630	2582580630.fna	bacteria00150	bacteria00150.fna
2582580631	2582580631.fna	bacteria00151	bacteria00151.fna
2582580632	2582580632.fna	bacteria00152	bacteria00152.fna
2582580633	2582580633.fna	bacteria00153	bacteria00153.fna
2582580634	2582580634.fna	bacteria00154	bacteria00154.fna
2582580635	2582580635.fna	bacteria00155	bacteria00155.fna
2582580637	2582580637.fna	bacteria00156	bacteria00156.fna
2582580638	2582580638.fna	bacteria00157	bacteria00157.fna
2582580639	2582580639.fna	bacteria00158	bacteria00158.fna
2582580640	2582580640.fna	bacteria00159	bacteria00159.fna
2582580641	2582580641.fna	bacteria00160	bacteria00160.fna
2582580642	2582580642.fna	bacteria00161	bacteria00161.fna
2582580643	2582580643.fna	bacteria00162	bacteria00162.fna
2582580644	2582580644.fna	bacteria00163	bacteria00163.fna
2582580646	2582580646.fna	bacteria00164	bacteria00164.fna
2582580647	2582580647.fna	bacteria00165	bacteria00165.fna
2582580648	2582580648.fna	bacteria00166	bacteria00166.fna
2582580649	2582580649.fna	bacteria00167	bacteria00167.fna
2582580650	2582580650.fna	bacteria00168	bacteria00168.fna
2582580651	2582580651.fna	bacteria00169	bacteria00169.fna
2582580652	2582580652.fna	bacteria00170	bacteria00170.fna
2582580653	2582580653.fna	bacteria00171	bacteria00171.fna
2582580654	2582580654.fna	bacteria00172	bacteria00172.fna
2582580657	2582580657.fna	bacteria00173	bacteria00173.fna
2582580658	2582580658.fna	bacteria00174	bacteria00174.fna
2582580659	2582580659.fna	bacteria00175	bacteria00175.fna
2582580662	2582580662.fna	bacteria00176	bacteria00176.fna
2582580663	2582580663.fna	bacteria00177	bacteria00177.fna
2582580664	2582580664.fna	bacteria00178	bacteria00178.fna
2582580665	2582580665.fna	bacteria00179	bacteria00179.fna
2582580668	2582580668.fna	bacteria00180	bacteria00180.fna
2582580669	2582580669.fna	bacteria00181	bacteria00181.fna
2582580670	2582580670.fna	bacteria00182	bacteria00182.fna
2582580671	2582580671.fna	bacteria00183	bacteria00183.fna
2582580672	2582580672.fna	bacteria00184	bacteria00184.fna
2582580673	2582580673.fna	bacteria00185	bacteria00185.fna
2582580674	2582580674.fna	bacteria00186	bacteria00186.fna
2582580675	2582580675.fna	bacteria00187	bacteria00187.fna
2582580677	2582580677.fna	bacteria00188	bacteria00188.fna
2582580679	2582580679.fna	bacteria00189	bacteria00189.fna
2582580680	2582580680.fna	bacteria00190	bacteria00190.fna
2582580682	2582580682.fna	bacteria00191	bacteria00191.fna
2582580683	2582580683.fna	bacteria00192	bacteria00192.fna
2582580684	2582580684.fna	bacteria00193	bacteria00193.fna
2582580685	2582580685.fna	bacteria00194	bacteria00194.fna
2582580686	2582580686.fna	bacteria00195	bacteria00195.fna
2582580687	2582580687.fna	bacteria00196	bacteria00196.fna
2582580688	2582580688.fna	bacteria00197	bacteria00197.fna
2582580689	2582580689.fna	bacteria00198	bacteria00198.fna
2582580690	2582580690.fna	bacteria00199	bacteria00199.fna
2582580691	2582580691.fna	bacteria00200	bacteria00200.fna
2582580692	2582580692.fna	bacteria00201	bacteria00201.fna
2582580693	2582580693.fna	bacteria00202	bacteria00202.fna
2582580694	2582580694.fna	bacteria00203	bacteria00203.fna
2582580695	2582580695.fna	bacteria00204	bacteria00204.fna
2582580697	2582580697.fna	bacteria00205	bacteria00205.fna
2582580698	2582580698.fna	bacteria00206	bacteria00206.fna
2582580699	2582580699.fna	bacteria00207	bacteria00207.fna
2582580700	2582580700.fna	bacteria00208	bacteria00208.fna
2582580701	2582580701.fna	bacteria00209	bacteria00209.fna
2582580702	2582580702.fna	bacteria00210	bacteria00210.fna
2582580703	2582580703.fna	bacteria00211	bacteria00211.fna
2582580704	2582580704.fna	bacteria00212	bacteria00212.fna
2582580705	2582580705.fna	bacteria00213	bacteria00213.fna
2582580706	2582580706.fna	bacteria00214	bacteria00214.fna
2582580707	2582580707.fna	bacteria00215	bacteria00215.fna
2582580708	2582580708.fna	bacteria00216	bacteria00216.fna
2582580709	2582580709.fna	bacteria00217	bacteria00217.fna
2582580711	2582580711.fna	bacteria00218	bacteria00218.fna
2582580712	2582580712.fna	bacteria00219	bacteria00219.fna
2582580714	2582580714.fna	bacteria00220	bacteria00220.fna
2588253500	2588253500.fna	bacteria00221	bacteria00221.fna
2593339176	2593339176.fna	bacteria00222	bacteria00222.fna
2593339177	2593339177.fna	bacteria00223	bacteria00223.fna
2593339178	2593339178.fna	bacteria00224	bacteria00224.fna
2593339179	2593339179.fna	bacteria00225	bacteria00225.fna
2593339180	2593339180.fna	bacteria00226	bacteria00226.fna
2593339181	2593339181.fna	bacteria00227	bacteria00227.fna
2593339182	2593339182.fna	bacteria00228	bacteria00228.fna
2593339183	2593339183.fna	bacteria00229	bacteria00229.fna
2593339184	2593339184.fna	bacteria00230	bacteria00230.fna
2593339185	2593339185.fna	bacteria00231	bacteria00231.fna
2593339186	2593339186.fna	bacteria00232	bacteria00232.fna
2593339187	2593339187.fna	bacteria00233	bacteria00233.fna
2593339188	2593339188.fna	bacteria00234	bacteria00234.fna
2593339189	2593339189.fna	bacteria00235	bacteria00235.fna
2593339190	2593339190.fna	bacteria00236	bacteria00236.fna
2593339191	2593339191.fna	bacteria00237	bacteria00237.fna
2593339192	2593339192.fna	bacteria00238	bacteria00238.fna
2593339193	2593339193.fna	bacteria00239	bacteria00239.fna
2602042079	2602042079.fna	bacteria00240	bacteria00240.fna
2602042080	2602042080.fna	bacteria00241	bacteria00241.fna
2602042081	2602042081.fna	bacteria00242	bacteria00242.fna
2602042082	2602042082.fna	bacteria00243	bacteria00243.fna
2602042083	2602042083.fna	bacteria00244	bacteria00244.fna
2603880159	2603880159.fna	bacteria00245	bacteria00245.fna
2603880160	2603880160.fna	bacteria00246	bacteria00246.fna
2603880161	2603880161.fna	bacteria00247	bacteria00247.fna
2603880162	2603880162.fna	bacteria00248	bacteria00248.fna
2606217190	2606217190.fna	bacteria00249	bacteria00249.fna
2606217191	2606217191.fna	bacteria00250	bacteria00250.fna
2606217192	2606217192.fna	bacteria00251	bacteria00251.fna
2606217193	2606217193.fna	bacteria00252	bacteria00252.fna
2606217197	2606217197.fna	bacteria00253	bacteria00253.fna
2606217198	2606217198.fna	bacteria00254	bacteria00254.fna
2606217199	2606217199.fna	bacteria00255	bacteria00255.fna
2606217200	2606217200.fna	bacteria00256	bacteria00256.fna
2606217734	2606217734.fna	bacteria00257	bacteria00257.fna
2606217735	2606217735.fna	bacteria00258	bacteria00258.fna
2616645017	2616645017.fna	bacteria00259	bacteria00259.fna
2619618800	2619618800.fna	bacteria00260	bacteria00260.fna
2619618801	2619618801.fna	bacteria00261	bacteria00261.fna
2619618802	2619618802.fna	bacteria00262	bacteria00262.fna
2619618803	2619618803.fna	bacteria00263	bacteria00263.fna
2619618804	2619618804.fna	bacteria00264	bacteria00264.fna
2619618805	2619618805.fna	bacteria00265	bacteria00265.fna
2619618806	2619618806.fna	bacteria00266	bacteria00266.fna
2619618807	2619618807.fna	bacteria00267	bacteria00267.fna
2619618808	2619618808.fna	bacteria00268	bacteria00268.fna
2619618809	2619618809.fna	bacteria00269	bacteria00269.fna
2619618810	2619618810.fna	bacteria00270	bacteria00270.fna
2619618811	2619618811.fna	bacteria00271	bacteria00271.fna
2619619039	2619619039.fna	bacteria00272	bacteria00272.fna
2619619040	2619619040.fna	bacteria00273	bacteria00273.fna
2663763562	2663763562.fna	bacteria00274	bacteria00274.fna
2663763563	2663763563.fna	bacteria00275	bacteria00275.fna
2663763564	2663763564.fna	bacteria00276	bacteria00276.fna
2663763565	2663763565.fna	bacteria00277	bacteria00277.fna
2663763582	2663763582.fna	bacteria00278	bacteria00278.fna
2663763583	2663763583.fna	bacteria00279	bacteria00279.fna
2663763584	2663763584.fna	bacteria00280	bacteria00280.fna
2663763585	2663763585.fna	bacteria00281	bacteria00281.fna
2663763586	2663763586.fna	bacteria00282	bacteria00282.fna
2663763587	2663763587.fna	bacteria00283	bacteria00283.fna
2663763588	2663763588.fna	bacteria00284	bacteria00284.fna
2663763589	2663763589.fna	bacteria00285	bacteria00285.fna
2663763590	2663763590.fna	bacteria00286	bacteria00286.fna
2663763591	2663763591.fna	bacteria00287	bacteria00287.fna
2663763592	2663763592.fna	bacteria00288	bacteria00288.fna
2663763593	2663763593.fna	bacteria00289	bacteria00289.fna
2663763594	2663763594.fna	bacteria00290	bacteria00290.fna
2663763595	2663763595.fna	bacteria00291	bacteria00291.fna
2737471653	2737471653.fna	bacteria00292	bacteria00292.fna
2737471654	2737471654.fna	bacteria00293	bacteria00293.fna
2737471655	2737471655.fna	bacteria00294	bacteria00294.fna
2737471656	2737471656.fna	bacteria00295	bacteria00295.fna
2737471657	2737471657.fna	bacteria00296	bacteria00296.fna
2737471658	2737471658.fna	bacteria00297	bacteria00297.fna
2737471659	2737471659.fna	bacteria00298	bacteria00298.fna
2737471660	2737471660.fna	bacteria00299	bacteria00299.fna
2737471661	2737471661.fna	bacteria00300	bacteria00300.fna
2737471662	2737471662.fna	bacteria00301	bacteria00301.fna
2737471663	2737471663.fna	bacteria00302	bacteria00302.fna
2737471664	2737471664.fna	bacteria00303	bacteria00303.fna
2737471665	2737471665.fna	bacteria00304	bacteria00304.fna
2737471666	2737471666.fna	bacteria00305	bacteria00305.fna
2737471667	2737471667.fna	bacteria00306	bacteria00306.fna
2737471668	2737471668.fna	bacteria00307	bacteria00307.fna
2737471669	2737471669.fna	bacteria00308	bacteria00308.fna
2737471670	2737471670.fna	bacteria00309	bacteria00309.fna
2737471671	2737471671.fna	bacteria00310	bacteria00310.fna
2737471672	2737471672.fna	bacteria00311	bacteria00311.fna
2737471673	2737471673.fna	bacteria00312	bacteria00312.fna
2737471674	2737471674.fna	bacteria00313	bacteria00313.fna
2737471675	2737471675.fna	bacteria00314	bacteria00314.fna
2737471676	2737471676.fna	bacteria00315	bacteria00315.fna
2737471677	2737471677.fna	bacteria00316	bacteria00316.fna
2737471678	2737471678.fna	bacteria00317	bacteria00317.fna
2737471691	2737471691.fna	bacteria00318	bacteria00318.fna
2737471692	2737471692.fna	bacteria00319	bacteria00319.fna
2737471693	2737471693.fna	bacteria00320	bacteria00320.fna
2737471694	2737471694.fna	bacteria00321	bacteria00321.fna
2737471695	2737471695.fna	bacteria00322	bacteria00322.fna
2737471696	2737471696.fna	bacteria00323	bacteria00323.fna
2737471697	2737471697.fna	bacteria00324	bacteria00324.fna
2737471698	2737471698.fna	bacteria00325	bacteria00325.fna
2737471699	2737471699.fna	bacteria00326	bacteria00326.fna
2737471700	2737471700.fna	bacteria00327	bacteria00327.fna
2737471701	2737471701.fna	bacteria00328	bacteria00328.fna
2737471702	2737471702.fna	bacteria00329	bacteria00329.fna
2737471703	2737471703.fna	bacteria00330	bacteria00330.fna
2737471704	2737471704.fna	bacteria00331	bacteria00331.fna
2737472025	2737472025.fna	bacteria00332	bacteria00332.fna
2739367515	2739367515.fna	bacteria00333	bacteria00333.fna
2739367516	2739367516.fna	bacteria00334	bacteria00334.fna
2739367517	2739367517.fna	bacteria00335	bacteria00335.fna
2739367518	2739367518.fna	bacteria00336	bacteria00336.fna
2739367519	2739367519.fna	bacteria00337	bacteria00337.fna
2739367520	2739367520.fna	bacteria00338	bacteria00338.fna
2739367521	2739367521.fna	bacteria00339	bacteria00339.fna
2739367522	2739367522.fna	bacteria00340	bacteria00340.fna
2739367523	2739367523.fna	bacteria00341	bacteria00341.fna
2739367524	2739367524.fna	bacteria00342	bacteria00342.fna
2739367525	2739367525.fna	bacteria00343	bacteria00343.fna
2739367526	2739367526.fna	bacteria00344	bacteria00344.fna
2739367527	2739367527.fna	bacteria00345	bacteria00345.fna
2739367528	2739367528.fna	bacteria00346	bacteria00346.fna
2739367529	2739367529.fna	bacteria00347	bacteria00347.fna
2739367530	2739367530.fna	bacteria00348	bacteria00348.fna
2739367531	2739367531.fna	bacteria00349	bacteria00349.fna
2739367532	2739367532.fna	bacteria00350	bacteria00350.fna
2739367533	2739367533.fna	bacteria00351	bacteria00351.fna
2739367534	2739367534.fna	bacteria00352	bacteria00352.fna
2739367535	2739367535.fna	bacteria00353	bacteria00353.fna
2739367536	2739367536.fna	bacteria00354	bacteria00354.fna
2739367537	2739367537.fna	bacteria00355	bacteria00355.fna
2739367538	2739367538.fna	bacteria00356	bacteria00356.fna
2739367539	2739367539.fna	bacteria00357	bacteria00357.fna
2739367540	2739367540.fna	bacteria00358	bacteria00358.fna
2739367541	2739367541.fna	bacteria00359	bacteria00359.fna
2739367542	2739367542.fna	bacteria00360	bacteria00360.fna
2739367543	2739367543.fna	bacteria00361	bacteria00361.fna
2739367544	2739367544.fna	bacteria00362	bacteria00362.fna
2739367545	2739367545.fna	bacteria00363	bacteria00363.fna
2739367546	2739367546.fna	bacteria00364	bacteria00364.fna
2739367547	2739367547.fna	bacteria00365	bacteria00365.fna
2739367548	2739367548.fna	bacteria00366	bacteria00366.fna
2739367549	2739367549.fna	bacteria00367	bacteria00367.fna
2739367550	2739367550.fna	bacteria00368	bacteria00368.fna
2739367551	2739367551.fna	bacteria00369	bacteria00369.fna
2739367552	2739367552.fna	bacteria00370	bacteria00370.fna
2739367554	2739367554.fna	bacteria00371	bacteria00371.fna
2739367555	2739367555.fna	bacteria00372	bacteria00372.fna
2739367556	2739367556.fna	bacteria00373	bacteria00373.fna
2739367557	2739367557.fna	bacteria00374	bacteria00374.fna
2739367558	2739367558.fna	bacteria00375	bacteria00375.fna
2739367559	2739367559.fna	bacteria00376	bacteria00376.fna
2739367560	2739367560.fna	bacteria00377	bacteria00377.fna
2739367561	2739367561.fna	bacteria00378	bacteria00378.fna
2739367562	2739367562.fna	bacteria00379	bacteria00379.fna
2739367563	2739367563.fna	bacteria00380	bacteria00380.fna
2739367564	2739367564.fna	bacteria00381	bacteria00381.fna
2739367565	2739367565.fna	bacteria00382	bacteria00382.fna
2739367566	2739367566.fna	bacteria00383	bacteria00383.fna
2739367567	2739367567.fna	bacteria00384	bacteria00384.fna
2739367568	2739367568.fna	bacteria00385	bacteria00385.fna
2739367569	2739367569.fna	bacteria00386	bacteria00386.fna
2739367570	2739367570.fna	bacteria00387	bacteria00387.fna
2739367571	2739367571.fna	bacteria00388	bacteria00388.fna
2739367572	2739367572.fna	bacteria00389	bacteria00389.fna
2739367573	2739367573.fna	bacteria00390	bacteria00390.fna
2739367574	2739367574.fna	bacteria00391	bacteria00391.fna
2739367575	2739367575.fna	bacteria00392	bacteria00392.fna
2739367576	2739367576.fna	bacteria00393	bacteria00393.fna
2739367577	2739367577.fna	bacteria00394	bacteria00394.fna
2739367578	2739367578.fna	bacteria00395	bacteria00395.fna
2739367579	2739367579.fna	bacteria00396	bacteria00396.fna
2739367580	2739367580.fna	bacteria00397	bacteria00397.fna
2739367581	2739367581.fna	bacteria00398	bacteria00398.fna
2739367582	2739367582.fna	bacteria00399	bacteria00399.fna
2739367583	2739367583.fna	bacteria00400	bacteria00400.fna
2739367595	2739367595.fna	bacteria00401	bacteria00401.fna
2739367596	2739367596.fna	bacteria00402	bacteria00402.fna
2739367597	2739367597.fna	bacteria00403	bacteria00403.fna
2739367598	2739367598.fna	bacteria00404	bacteria00404.fna
2739367599	2739367599.fna	bacteria00405	bacteria00405.fna
2739367600	2739367600.fna	bacteria00406	bacteria00406.fna
2739367601	2739367601.fna	bacteria00407	bacteria00407.fna
2739367602	2739367602.fna	bacteria00408	bacteria00408.fna
2739367603	2739367603.fna	bacteria00409	bacteria00409.fna
2739367604	2739367604.fna	bacteria00410	bacteria00410.fna
2739367605	2739367605.fna	bacteria00411	bacteria00411.fna
2739367606	2739367606.fna	bacteria00412	bacteria00412.fna
2739367607	2739367607.fna	bacteria00413	bacteria00413.fna
2739367608	2739367608.fna	bacteria00414	bacteria00414.fna
2739367609	2739367609.fna	bacteria00415	bacteria00415.fna
2739367610	2739367610.fna	bacteria00416	bacteria00416.fna
2739367611	2739367611.fna	bacteria00417	bacteria00417.fna
2739367612	2739367612.fna	bacteria00418	bacteria00418.fna
2739367613	2739367613.fna	bacteria00419	bacteria00419.fna
2739367614	2739367614.fna	bacteria00420	bacteria00420.fna
2739367615	2739367615.fna	bacteria00421	bacteria00421.fna
2739367616	2739367616.fna	bacteria00422	bacteria00422.fna
2739367617	2739367617.fna	bacteria00423	bacteria00423.fna
2739367618	2739367618.fna	bacteria00424	bacteria00424.fna
2739367619	2739367619.fna	bacteria00425	bacteria00425.fna
2739367620	2739367620.fna	bacteria00426	bacteria00426.fna
2739367621	2739367621.fna	bacteria00427	bacteria00427.fna
2739367622	2739367622.fna	bacteria00428	bacteria00428.fna
2739367623	2739367623.fna	bacteria00429	bacteria00429.fna
2739367624	2739367624.fna	bacteria00430	bacteria00430.fna
2739367625	2739367625.fna	bacteria00431	bacteria00431.fna
2739367626	2739367626.fna	bacteria00432	bacteria00432.fna
2739367627	2739367627.fna	bacteria00433	bacteria00433.fna
2739367628	2739367628.fna	bacteria00434	bacteria00434.fna
2739367629	2739367629.fna	bacteria00435	bacteria00435.fna
2739367630	2739367630.fna	bacteria00436	bacteria00436.fna
2739367631	2739367631.fna	bacteria00437	bacteria00437.fna
2739367632	2739367632.fna	bacteria00438	bacteria00438.fna
2739367633	2739367633.fna	bacteria00439	bacteria00439.fna
2739367634	2739367634.fna	bacteria00440	bacteria00440.fna
2739367635	2739367635.fna	bacteria00441	bacteria00441.fna
2739367636	2739367636.fna	bacteria00442	bacteria00442.fna
2739367637	2739367637.fna	bacteria00443	bacteria00443.fna
2739367701	2739367701.fna	bacteria00444	bacteria00444.fna
2739367702	2739367702.fna	bacteria00445	bacteria00445.fna
GCA_000005825.2	GCA_000005825.2.fna	bacteria00446	bacteria00446.fna
GCA_000005845.2	GCA_000005845.2.fna	bacteria00447	bacteria00447.fna
GCA_000006605.1	GCA_000006605.1.fna	bacteria00448	bacteria00448.fna
GCA_000006625.1	GCA_000006625.1.fna	bacteria00449	bacteria00449.fna
GCA_000006645.1	GCA_000006645.1.fna	bacteria00450	bacteria00450.fna
GCA_000006685.1	GCA_000006685.1.fna	bacteria00451	bacteria00451.fna
GCA_000006725.1	GCA_000006725.1.fna	bacteria00452	bacteria00452.fna
GCA_000006745.1	GCA_000006745.1.fna	bacteria00453	bacteria00453.fna
GCA_000006765.1	GCA_000006765.1.fna	bacteria00454	bacteria00454.fna
GCA_000006785.2	GCA_000006785.2.fna	bacteria00455	bacteria00455.fna
GCA_000006825.1	GCA_000006825.1.fna	bacteria00456	bacteria00456.fna
GCA_000006845.1	GCA_000006845.1.fna	bacteria00457	bacteria00457.fna
GCA_000006865.1	GCA_000006865.1.fna	bacteria00458	bacteria00458.fna
GCA_000006885.1	GCA_000006885.1.fna	bacteria00459	bacteria00459.fna
GCA_000006905.1	GCA_000006905.1.fna	bacteria00460	bacteria00460.fna
GCA_000006925.2	GCA_000006925.2.fna	bacteria00461	bacteria00461.fna
