genome_name	new_name	taxonomy
2582580670	bacteria00182	Actinobacteria
2582580671	bacteria00183	Actinobacteria
2582580672	bacteria00184	Acidobacteria
2582580673	bacteria00185	Bacteroidetes
2582580674	bacteria00186	Proteobacteria
2582580675	bacteria00187	Actinobacteria
2582580677	bacteria00188	Proteobacteria
2582580679	bacteria00189	[Blank]
2582580680	bacteria00190	Actinobacteria
2582580682	bacteria00191	Verrucomicrobia
2582580683	bacteria00192	Proteobacteria
2582580684	bacteria00193	Proteobacteria
2582580685	bacteria00194	Bacteroidetes
2582580686	bacteria00195	Proteobacteria
2582580687	bacteria00196	Acidobacteria
2582580688	bacteria00197	Verrucomicrobia
2582580689	bacteria00198	Proteobacteria
2582580690	bacteria00199	Bacteroidetes
2582580691	bacteria00200	Verrucomicrobia
2582580692	bacteria00201	Bacteroidetes
2582580693	bacteria00202	Proteobacteria
2582580694	bacteria00203	Bacteroidetes
2582580695	bacteria00204	Ignavibacteria
2582580697	bacteria00205	Ignavibacteria
2582580698	bacteria00206	Proteobacteria
2582580699	bacteria00207	Proteobacteria
2582580700	bacteria00208	Proteobacteria
2582580701	bacteria00209	Proteobacteria
2582580702	bacteria00210	Bacteroidetes
2582580703	bacteria00211	Proteobacteria
2582580704	bacteria00212	Elusimicrobia
2582580705	bacteria00213	Actinobacteria
2582580706	bacteria00214	[Blank]
2582580707	bacteria00215	Proteobacteria
2582580708	bacteria00216	Bacteroidetes
2582580709	bacteria00217	Proteobacteria
2582580711	bacteria00218	Proteobacteria
2582580712	bacteria00219	Proteobacteria
2582580714	bacteria00220	Actinobacteria
2588253500	bacteria00221	Proteobacteria
2593339176	bacteria00222	Proteobacteria
2593339177	bacteria00223	Proteobacteria
2593339178	bacteria00224	Proteobacteria
2593339179	bacteria00225	Bacteroidetes
2593339180	bacteria00226	Verrucomicrobia
2593339181	bacteria00227	Verrucomicrobia
2593339182	bacteria00228	Proteobacteria
2593339183	bacteria00229	Proteobacteria
2593339184	bacteria00230	Chlorobi
2593339185	bacteria00231	Actinobacteria
2593339186	bacteria00232	Actinobacteria
2593339187	bacteria00233	Proteobacteria
2593339188	bacteria00234	Proteobacteria
2593339189	bacteria00235	Verrucomicrobia
2593339190	bacteria00236	Actinobacteria
2593339191	bacteria00237	Proteobacteria
2593339192	bacteria00238	Proteobacteria
2593339193	bacteria00239	Proteobacteria
2602042079	bacteria00240	Actinobacteria
2602042080	bacteria00241	Actinobacteria
2602042081	bacteria00242	Verrucomicrobia
2602042082	bacteria00243	Verrucomicrobia
2602042083	bacteria00244	Verrucomicrobia
2603880159	bacteria00245	Actinobacteria
2603880160	bacteria00246	Actinobacteria
2603880161	bacteria00247	Actinobacteria
2603880162	bacteria00248	Actinobacteria
2606217190	bacteria00249	Actinobacteria
2606217191	bacteria00250	Actinobacteria
2606217192	bacteria00251	Actinobacteria
2606217193	bacteria00252	Actinobacteria
2606217197	bacteria00253	Actinobacteria
2606217198	bacteria00254	Actinobacteria
2606217199	bacteria00255	Actinobacteria
2606217200	bacteria00256	Actinobacteria
2606217734	bacteria00257	Actinobacteria
2606217735	bacteria00258	Actinobacteria
2616645017	bacteria00259	Actinobacteria
2619618800	bacteria00260	Proteobacteria
2619618801	bacteria00261	Proteobacteria
2619618802	bacteria00262	Proteobacteria
2619618803	bacteria00263	Proteobacteria
2619618804	bacteria00264	Proteobacteria
2619618805	bacteria00265	Verrucomicrobia
2619618806	bacteria00266	Bacteroidetes
2619618807	bacteria00267	Bacteroidetes
2619618808	bacteria00268	Actinobacteria
2619618809	bacteria00269	Actinobacteria
2619618810	bacteria00270	Actinobacteria
2619618811	bacteria00271	Actinobacteria
2619619039	bacteria00272	Actinobacteria
2619619040	bacteria00273	Actinobacteria
2663763562	bacteria00274	Bacteroidetes
2663763563	bacteria00275	Bacteroidetes
2663763564	bacteria00276	Bacteroidetes
2663763565	bacteria00277	Bacteroidetes
2663763582	bacteria00278	Bacteroidetes
2663763583	bacteria00279	Bacteroidetes
2663763584	bacteria00280	Bacteroidetes
2663763585	bacteria00281	Bacteroidetes
2663763586	bacteria00282	Bacteroidetes
2663763587	bacteria00283	Bacteroidetes
2663763588	bacteria00284	Bacteroidetes
2663763589	bacteria00285	Bacteroidetes
2663763590	bacteria00286	Bacteroidetes
2663763591	bacteria00287	Bacteroidetes
2663763592	bacteria00288	Bacteroidetes
2663763593	bacteria00289	Bacteroidetes
2663763594	bacteria00290	Bacteroidetes
2663763595	bacteria00291	Bacteroidetes
2737471653	bacteria00292	Proteobacteria
2737471654	bacteria00293	Verrucomicrobia
2737471655	bacteria00294	Verrucomicrobia
2737471656	bacteria00295	Verrucomicrobia
2737471657	bacteria00296	Verrucomicrobia
2737471658	bacteria00297	Chlorobi
2737471659	bacteria00298	Chlorobi
2737471660	bacteria00299	Verrucomicrobia
2737471661	bacteria00300	Verrucomicrobia
2737471662	bacteria00301	Actinobacteria
2737471663	bacteria00302	Actinobacteria
2737471664	bacteria00303	Proteobacteria
2737471665	bacteria00304	Proteobacteria
2737471666	bacteria00305	Actinobacteria
2737471667	bacteria00306	Actinobacteria
2737471668	bacteria00307	Actinobacteria
2737471669	bacteria00308	Verrucomicrobia
2737471670	bacteria00309	Verrucomicrobia
2737471671	bacteria00310	Actinobacteria
2737471672	bacteria00311	Acidobacteria
2737471673	bacteria00312	Verrucomicrobia
2737471674	bacteria00313	Verrucomicrobia
2737471675	bacteria00314	Actinobacteria
2737471676	bacteria00315	Actinobacteria
2737471677	bacteria00316	Proteobacteria
2737471678	bacteria00317	Proteobacteria
2737471691	bacteria00318	Actinobacteria
2737471692	bacteria00319	Actinobacteria
2737471693	bacteria00320	Verrucomicrobia
2737471694	bacteria00321	Verrucomicrobia
2737471695	bacteria00322	Proteobacteria
2737471696	bacteria00323	Proteobacteria
2737471697	bacteria00324	Actinobacteria
2737471698	bacteria00325	Actinobacteria
2737471699	bacteria00326	Proteobacteria
2737471700	bacteria00327	Proteobacteria
2737471701	bacteria00328	Actinobacteria
2737471702	bacteria00329	Actinobacteria
2737471703	bacteria00330	Proteobacteria
2737471704	bacteria00331	Proteobacteria
2737472025	bacteria00332	Proteobacteria
2739367515	bacteria00333	Proteobacteria
2739367516	bacteria00334	Proteobacteria
2739367517	bacteria00335	Proteobacteria
2739367518	bacteria00336	Actinobacteria
2739367519	bacteria00337	Proteobacteria
2739367520	bacteria00338	Actinobacteria
2739367521	bacteria00339	Actinobacteria
2739367522	bacteria00340	Proteobacteria
2739367523	bacteria00341	Proteobacteria
2739367524	bacteria00342	Actinobacteria
2739367525	bacteria00343	Verrucomicrobia
2739367526	bacteria00344	Verrucomicrobia
2739367527	bacteria00345	Planctomycetes
2739367528	bacteria00346	Planctomycetes
2739367529	bacteria00347	Proteobacteria
2739367530	bacteria00348	Proteobacteria
2739367531	bacteria00349	Proteobacteria
2739367532	bacteria00350	Actinobacteria
2739367533	bacteria00351	Actinobacteria
2739367534	bacteria00352	Proteobacteria
2739367535	bacteria00353	Proteobacteria
2739367536	bacteria00354	Actinobacteria
2739367537	bacteria00355	Actinobacteria
2739367538	bacteria00356	Acidobacteria
2739367539	bacteria00357	Actinobacteria
2739367540	bacteria00358	Actinobacteria
2739367541	bacteria00359	Actinobacteria
2739367542	bacteria00360	Actinobacteria
2739367543	bacteria00361	Chlorobi
2739367544	bacteria00362	Chlorobi
2739367545	bacteria00363	Actinobacteria
2739367546	bacteria00364	Actinobacteria
2739367547	bacteria00365	Actinobacteria
2739367548	bacteria00366	Proteobacteria
2739367549	bacteria00367	Proteobacteria
2739367550	bacteria00368	Proteobacteria
2739367551	bacteria00369	Proteobacteria
2739367552	bacteria00370	Proteobacteria
2739367554	bacteria00371	Actinobacteria
2739367555	bacteria00372	Actinobacteria
2739367556	bacteria00373	Verrucomicrobia
2739367557	bacteria00374	Verrucomicrobia
2739367558	bacteria00375	Actinobacteria
2739367559	bacteria00376	Actinobacteria
2739367560	bacteria00377	Verrucomicrobia
2739367561	bacteria00378	Verrucomicrobia
2739367562	bacteria00379	Planctomycetes
2739367563	bacteria00380	Planctomycetes
2739367564	bacteria00381	Actinobacteria
2739367565	bacteria00382	Planctomycetes
2739367566	bacteria00383	Planctomycetes
2739367567	bacteria00384	Chlorobi
2739367568	bacteria00385	Proteobacteria
2739367569	bacteria00386	Actinobacteria
2739367570	bacteria00387	Actinobacteria
2739367571	bacteria00388	Actinobacteria
2739367572	bacteria00389	Proteobacteria
2739367573	bacteria00390	Proteobacteria
2739367574	bacteria00391	Acidobacteria
2739367575	bacteria00392	Proteobacteria
2739367576	bacteria00393	Proteobacteria
2739367577	bacteria00394	Proteobacteria
2739367578	bacteria00395	Proteobacteria
2739367579	bacteria00396	Actinobacteria
2739367580	bacteria00397	Actinobacteria
2739367581	bacteria00398	Proteobacteria
2739367582	bacteria00399	Proteobacteria
2739367583	bacteria00400	Proteobacteria
2739367595	bacteria00401	Actinobacteria
2739367596	bacteria00402	Actinobacteria
2739367597	bacteria00403	Actinobacteria
2739367598	bacteria00404	Planctomycetes
2739367599	bacteria00405	Planctomycetes
2739367600	bacteria00406	Verrucomicrobia
2739367601	bacteria00407	Verrucomicrobia
2739367602	bacteria00408	Actinobacteria
2739367603	bacteria00409	Verrucomicrobia
2739367604	bacteria00410	Verrucomicrobia
2739367605	bacteria00411	Proteobacteria
2739367606	bacteria00412	Proteobacteria
2739367607	bacteria00413	Acidobacteria
2739367608	bacteria00414	Proteobacteria
2739367609	bacteria00415	Proteobacteria
2739367610	bacteria00416	Proteobacteria
2739367611	bacteria00417	Proteobacteria
2739367612	bacteria00418	Verrucomicrobia
2739367613	bacteria00419	Actinobacteria
2739367614	bacteria00420	Actinobacteria
2739367615	bacteria00421	Actinobacteria
2739367616	bacteria00422	Actinobacteria
2739367617	bacteria00423	Actinobacteria
2739367618	bacteria00424	Actinobacteria
2739367619	bacteria00425	Proteobacteria
2739367620	bacteria00426	Verrucomicrobia
2739367621	bacteria00427	Verrucomicrobia
2739367622	bacteria00428	Proteobacteria
2739367623	bacteria00429	Proteobacteria
2739367624	bacteria00430	Proteobacteria
2739367625	bacteria00431	Proteobacteria
2739367626	bacteria00432	Proteobacteria
2739367627	bacteria00433	Actinobacteria
2739367628	bacteria00434	Actinobacteria
2739367629	bacteria00435	Actinobacteria
2739367630	bacteria00436	Proteobacteria
2739367631	bacteria00437	Actinobacteria
2739367632	bacteria00438	Actinobacteria
2739367633	bacteria00439	Actinobacteria
2739367634	bacteria00440	Actinobacteria
2739367635	bacteria00441	Actinobacteria
2739367636	bacteria00442	Chlorobi
2739367637	bacteria00443	Chlorobi
2739367701	bacteria00444	Planctomycetes
2739367702	bacteria00445	Planctomycetes
GCA_000005825.2	bacteria00446	Bacillus pseudofirmus OF4 
GCA_000005845.2	bacteria00447	Escherichia coli str. K-12 substr. MG1655 
GCA_000006605.1	bacteria00448	Corynebacterium jeikeium K411 
GCA_000006625.1	bacteria00449	Ureaplasma parvum serovar 3 str. ATCC 700970 
GCA_000006645.1	bacteria00450	Yersinia pestis KIM10+ 
GCA_000006685.1	bacteria00451	Chlamydia muridarum str. Nigg 
GCA_000006725.1	bacteria00452	Xylella fastidiosa 9a5c 
GCA_000006745.1	bacteria00453	Vibrio cholerae O1 biovar El Tor str. N16961 
GCA_000006765.1	bacteria00454	Pseudomonas aeruginosa PAO1 
GCA_000006785.2	bacteria00455	Streptococcus pyogenes M1 GAS 
GCA_000006825.1	bacteria00456	Pasteurella multocida subsp. multocida str. Pm70 
GCA_000006845.1	bacteria00457	Neisseria gonorrhoeae FA 1090 
GCA_000006865.1	bacteria00458	Lactococcus lactis subsp. lactis Il1403 
GCA_000006885.1	bacteria00459	Streptococcus pneumoniae TIGR4 
GCA_000006905.1	bacteria00460	Caulobacter crescentus CB15 
GCA_000006925.2	bacteria00461	Shigella flexneri 2a str. 301 
GCA_000006945.2	bacteria00462	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 
GCA_000006965.1	bacteria00463	Sinorhizobium meliloti 1021 
GCA_000006985.1	bacteria00464	Chlorobium tepidum TLS 
GCA_000007025.1	bacteria00465	Rickettsia conorii str. Malish 7 
GCA_000007045.1	bacteria00466	Streptococcus pneumoniae R6 
GCA_000007085.1	bacteria00467	Caldanaerobacter subterraneus subsp. tengcongensis MB4 
GCA_000007105.1	bacteria00468	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821 
GCA_000007125.1	bacteria00469	Brucella melitensis bv. 1 str. 16M 
GCA_000007145.1	bacteria00470	Xanthomonas campestris pv. campestris str. ATCC 33913 
GCA_000007165.1	bacteria00471	Xanthomonas axonopodis pv. citri str. 306 
GCA_000007205.1	bacteria00472	Chlamydophila pneumoniae TW-183 
GCA_000007245.1	bacteria00473	Xylella fastidiosa Temecula1 
GCA_000007265.1	bacteria00474	Streptococcus agalactiae 2603V/R 
GCA_000007285.1	bacteria00475	Streptococcus pyogenes MGAS8232 
GCA_000007325.1	bacteria00476	Fusobacterium nucleatum subsp. nucleatum ATCC 25586 
GCA_000007365.1	bacteria00477	Buchnera aphidicola str. Sg  
GCA_000007385.1	bacteria00478	Xanthomonas oryzae pv. oryzae KACC 10331 
GCA_000007405.1	bacteria00479	Shigella flexneri 2a str. 2457T 
GCA_000007425.1	bacteria00480	Streptococcus pyogenes MGAS315 
GCA_000007445.1	bacteria00481	Escherichia coli CFT073 
GCA_000007465.2	bacteria00482	Streptococcus mutans UA159 
GCA_000007485.1	bacteria00483	Tropheryma whipplei str. Twist 
GCA_000007505.1	bacteria00484	Brucella suis 1330 
GCA_000007525.1	bacteria00485	Bifidobacterium longum NCC2705 
GCA_000007545.1	bacteria00486	Salmonella enterica subsp. enterica serovar Typhi str. Ty2 
GCA_000007585.1	bacteria00487	Porphyromonas gingivalis W83 
GCA_000007605.1	bacteria00488	Chlamydophila caviae GPIC 
GCA_000007625.1	bacteria00489	Clostridium tetani E88 
GCA_000007645.1	bacteria00490	Staphylococcus epidermidis ATCC 12228 
GCA_000007665.1	bacteria00491	Leifsonia xyli subsp. xyli str. CTCB07 
GCA_000007685.1	bacteria00492	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 
GCA_000007705.1	bacteria00493	Chromobacterium violaceum ATCC 12472 
GCA_000007725.1	bacteria00494	Buchnera aphidicola str. Bp  
GCA_000007745.1	bacteria00495	Mannheimia succiniciproducens MBEL55E 
GCA_000007765.2	bacteria00496	Coxiella burnetii RSA 493 
GCA_000007785.1	bacteria00497	Enterococcus faecalis V583 
GCA_000007805.1	bacteria00498	Pseudomonas syringae pv. tomato str. DC3000 
GCA_000007825.1	bacteria00499	Bacillus cereus ATCC 14579 
GCA_000007845.1	bacteria00500	Bacillus anthracis str. Ames 
GCA_000007865.1	bacteria00501	Mycobacterium avium subsp. paratuberculosis K-10 
GCA_000007885.1	bacteria00502	Yersinia pestis biovar Microtus str. 91001 
GCA_000007905.1	bacteria00503	Helicobacter hepaticus ATCC 51449 
GCA_000007925.1	bacteria00504	Prochlorococcus marinus subsp. marinus str. CCMP1375 
GCA_000007945.1	bacteria00505	[Haemophilus] ducreyi 35000HP 
GCA_000007985.2	bacteria00506	Geobacter sulfurreducens PCA 
GCA_000008005.1	bacteria00507	Bacillus cereus ATCC 10987 
GCA_000008025.1	bacteria00508	Wolbachia endosymbiont of Drosophila melanogaster 
GCA_000008045.1	bacteria00509	Rickettsia typhi str. Wilmington 
GCA_000008065.1	bacteria00510	Lactobacillus johnsonii NCC 533 
GCA_000008105.1	bacteria00511	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 
GCA_000008125.1	bacteria00512	Thermus thermophilus HB27 
GCA_000008145.1	bacteria00513	Brucella abortus bv. 1 str. 9-941 
GCA_000008165.1	bacteria00514	Bacillus anthracis str. Sterne 
GCA_000008185.1	bacteria00515	Treponema denticola ATCC 35405 
GCA_000008205.1	bacteria00516	Mycoplasma hyopneumoniae J 
GCA_000008225.1	bacteria00517	Mycoplasma hyopneumoniae 7448 
GCA_000008245.1	bacteria00518	Mycoplasma synoviae 53 
GCA_000008285.1	bacteria00519	Listeria monocytogenes serotype 4b str. F2365 
GCA_000008305.1	bacteria00520	Mesoplasma florum L1 
GCA_000008325.1	bacteria00521	Methylococcus capsulatus str. Bath 
GCA_000008345.1	bacteria00522	Propionibacterium acnes KPA171202 
GCA_000008365.1	bacteria00523	Mycoplasma mobile 163K 
GCA_000008385.1	bacteria00524	Wolbachia endosymbiont strain TRS of Brugia malayi 
GCA_000008405.1	bacteria00525	Mycoplasma hyopneumoniae 232 
GCA_000008425.1	bacteria00526	Bacillus licheniformis DSM 13 = ATCC 14580 
GCA_000008445.1	bacteria00527	Bacillus anthracis str. 'Ames Ancestor' 
GCA_000008465.1	bacteria00528	Idiomarina loihiensis L2TR 
GCA_000008485.1	bacteria00529	Legionella pneumophila subsp. pneumophila str. Philadelphia 1 
GCA_000008505.1	bacteria00530	[Bacillus thuringiensis] serovar konkukian str. 97-27 
GCA_000008525.1	bacteria00531	Helicobacter pylori 26695 
GCA_000008545.1	bacteria00532	Thermotoga maritima MSB8 
GCA_000008565.1	bacteria00533	Deinococcus radiodurans R1 
GCA_000008585.1	bacteria00534	Mycobacterium tuberculosis CDC1551 
GCA_000008605.1	bacteria00535	Treponema pallidum subsp. pallidum str. Nichols 
GCA_000008625.1	bacteria00536	Aquifex aeolicus VF5 
GCA_000008685.2	bacteria00537	Borreliella burgdorferi B31 
GCA_000008725.1	bacteria00538	Chlamydia trachomatis D/UW-3/CX 
GCA_000008745.1	bacteria00539	Chlamydophila pneumoniae CWL029 
GCA_000008765.1	bacteria00540	Clostridium acetobutylicum ATCC 824 
GCA_000008785.1	bacteria00541	Helicobacter pylori J99 
GCA_000008805.1	bacteria00542	Neisseria meningitidis MC58 
GCA_000008865.2	bacteria00543	
GCA_000008885.1	bacteria00544	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis 
GCA_000008925.1	bacteria00545	Lactobacillus salivarius UCC118 
GCA_000008945.1	bacteria00546	Bifidobacterium longum DJO10A 
GCA_000008985.1	bacteria00547	Francisella tularensis subsp. tularensis SCHU S4 
GCA_000009005.1	bacteria00548	Staphylococcus aureus RF122 
GCA_000009025.1	bacteria00549	Dehalococcoides mccartyi CBDB1 
GCA_000009045.1	bacteria00550	Bacillus subtilis subsp. subtilis str. 168 
GCA_000009065.1	bacteria00551	Yersinia pestis CO92 
GCA_000009105.1	bacteria00552	Neisseria meningitidis Z2491 
GCA_000009145.1	bacteria00553	Nitrosomonas europaea ATCC 19718 
GCA_000009165.1	bacteria00554	Xanthomonas campestris pv. vesicatoria str. 85-10 
GCA_000009205.2	bacteria00555	Clostridioides difficile 630 
GCA_000009225.1	bacteria00556	Pseudomonas fluorescens SBW25 
GCA_000009245.1	bacteria00557	Francisella tularensis subsp. holarctica LVS 
GCA_000009265.1	bacteria00558	Rhizobium leguminosarum bv. viciae 3841 
GCA_000009285.2	bacteria00559	Ralstonia eutropha H16 
GCA_000009305.1	bacteria00560	Helicobacter acinonychis str. Sheeba 
GCA_000009325.1	bacteria00561	Francisella tularensis subsp. tularensis FSC198 
GCA_000009345.1	bacteria00562	Yersinia enterocolitica subsp. enterocolitica 8081 
GCA_000009365.1	bacteria00563	Alcanivorax borkumensis SK2 
GCA_000009385.1	bacteria00564	Streptococcus pyogenes str. Manfredo 
GCA_000009405.1	bacteria00565	Staphylococcus carnosus subsp. carnosus TM300 
GCA_000009425.1	bacteria00566	Lactococcus lactis subsp. cremoris MG1363 
GCA_000009445.1	bacteria00567	Mycobacterium bovis BCG str. Pasteur 1173P2 
GCA_000009465.1	bacteria00568	Neisseria meningitidis FAM18 
GCA_000009485.1	bacteria00569	Burkholderia cenocepacia J2315 
GCA_000009505.1	bacteria00570	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109 
GCA_000009525.1	bacteria00571	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91 
GCA_000009545.1	bacteria00572	Streptococcus uberis 0140J 
GCA_000009565.2	bacteria00573	Escherichia coli BL21 
GCA_000009585.1	bacteria00574	Staphylococcus aureus subsp. aureus ST398 
GCA_000009605.1	bacteria00575	Buchnera aphidicola str. APS  
GCA_000009625.1	bacteria00576	Mesorhizobium loti MAFF303099 
GCA_000009645.1	bacteria00577	Staphylococcus aureus subsp. aureus N315 
GCA_000009665.1	bacteria00578	Staphylococcus aureus subsp. aureus Mu50 
