GCA_002839675.1	99.67	1.96
GCA_002839605.1	99.67	1.31
GCA_002503825.1	99.67	1.31
GCA_002499905.1	99.67	1.31
GCA_002243045.1	99.67	2.61
GCA_002067035.1	99.67	1.96
GCA_000504205.1	99.67	0.00
GCA_002067895.1	99.67	0.66
GCA_003173355.1	99.54	1.31
GCA_003170075.1	99.54	1.53
GCA_002502735.1	99.54	1.31
GCA_000275865.1	99.54	0.65
GCA_000017625.1	99.54	1.31
GCA_900100715.1	99.51	0.00
GCA_001936615.1	99.49	2.89
GCA_000255115.3	99.49	2.41
GCA_001029285.1	99.43	2.11
GCA_000802135.1	99.43	8.48
GCA_000244895.1	99.43	0.51
GCA_000012925.1	99.42	0.00
GCA_007625085.1	99.41	3.25
GCA_004365595.1	99.41	0.00
GCA_004025585.1	99.41	0.00
GCA_003966735.1	99.41	0.00
GCA_000422205.1	99.41	0.00
GCA_000176915.2	99.41	0.00
GCA_000429325.1	99.40	0.10
GCA_000243475.2	99.39	0.00
GCA_900114115.1	99.38	0.60
GCA_000519265.1	99.38	0.00
GCA_000428825.1	99.38	0.00
GCA_000219125.2	99.37	3.16
GCA_000231405.3	99.36	0.98
GCA_900187405.1	99.35	0.65
GCA_900105645.1	99.35	1.29
GCA_900103065.1	99.35	0.65
GCA_900101345.1	99.35	1.61
GCA_007559175.1	99.35	1.29
GCA_005774545.1	99.35	0.65
GCA_004917075.1	99.35	0.00
GCA_004917065.1	99.35	0.00
GCA_004117875.1	99.35	0.65
GCA_003574885.1	99.35	0.00
GCA_002869615.1	99.35	0.65
GCA_002093115.1	99.35	0.65
GCA_001611275.1	99.35	0.00
GCA_000961035.1	99.35	0.00
GCA_000931935.2	99.35	3.39
GCA_000820505.1	99.35	0.65
GCA_000711225.1	99.35	1.61
GCA_000421285.1	99.35	0.00
GCA_000420085.1	99.35	1.61
GCA_000384395.1	99.35	0.32
GCA_000350545.1	99.35	0.00
GCA_000210155.1	99.35	0.00
GCA_000022265.1	99.35	0.00
GCA_000007985.2	99.35	0.00
GCA_002067315.1	99.35	2.94
GCA_002798115.1	99.33	0.65
GCA_000813145.1	99.33	0.65
GCA_002202365.1	99.33	0.56
GCA_002051585.1	99.33	1.68
GCA_000179595.2	99.32	4.39
GCA_900130015.1	99.32	0.89
GCA_900185645.1	99.31	1.93
GCA_001902295.1	99.31	2.07
GCA_001604405.1	99.30	0.70
GCA_900111615.1	99.29	1.06
GCA_003712145.1	99.26	0.65
GCA_001707885.1	99.23	4.37
GCA_000224515.2	99.23	6.58
GCA_002410325.1	99.22	4.41
GCA_002067865.1	99.19	1.61
GCA_001440545.1	99.19	0.81
GCA_000235605.1	99.17	0.51
GCA_000186885.1	99.15	0.00
GCA_003053505.1	99.13	0.81
GCA_003838035.1	99.11	2.28
GCA_900143645.1	99.11	3.02
GCA_900142215.1	99.11	6.04
GCA_003234985.1	99.09	7.73
GCA_001796365.1	99.09	0.91
GCA_001796335.1	99.09	0.91
GCA_001794965.1	99.09	0.91
GCA_001306095.1	99.09	7.45
GCA_001050275.1	99.09	7.45
GCA_002452125.1	99.07	2.10
GCA_001278055.1	99.03	0.65
GCA_000013445.1	99.02	0.33
GCA_000341655.1	99.01	0.00
GCA_004766045.1	99.00	3.99
bacteria30006	98.92	2.69
GCA_003159495.1	98.88	2.31
GCA_002839855.1	98.88	2.25
2757320502	98.88	2.25
GCA_003157015.1	98.87	5.17
GCA_004343725.1	98.86	0.00
GCA_002412825.1	98.85	2.30
GCA_003165595.1	98.84	1.65
GCA_001563225.1	98.82	0.00
GCA_002868945.1	98.81	0.00
GCA_003141895.1	98.79	2.14
GCA_000384015.1	98.72	3.74
GCA_000243155.3	98.72	3.98
GCA_900176365.1	98.71	2.26
GCA_003599865.1	98.71	1.29
GCA_003314535.1	98.71	0.65
GCA_002898515.1	98.71	0.00
GCA_002840535.1	98.71	2.72
GCA_003104905.1	98.69	1.31
GCA_000816575.1	98.67	0.65
GCA_000745845.1	98.66	7.27
GCA_003751385.1	98.55	1.02
GCA_000961765.1	98.47	4.95
GCA_007625075.1	98.47	2.43
GCA_900167235.1	98.39	1.94
GCA_002009335.2	98.39	1.94
GCA_001854245.1	98.39	1.94
GCA_001769125.1	98.39	1.08
GCA_000961655.1	98.39	2.58
GCA_000422185.1	98.39	1.94
GCA_000308215.1	98.39	0.00
GCA_000266945.1	98.39	1.29
GCA_002386685.1	98.37	3.85
GCA_002499825.1	98.37	2.61
GCA_001412355.1	98.37	1.31
GCA_002841765.1	98.35	1.29
GCA_002375855.1	98.32	1.34
GCA_000526155.1	98.32	1.68
GCA_002382705.1	98.28	0.00
GCA_005774525.1	98.25	30.13
GCA_002841395.1	98.23	0.00
GCA_000168275.1	98.21	78.60
GCA_002287215.1	98.21	0.00
GCA_000430905.1	98.21	0.66
GCA_004321915.1	98.18	2.73
GCA_002753435.1	98.18	0.91
GCA_001541255.1	98.18	0.91
GCA_000960765.1	98.15	4.38
GCA_002412965.1	98.15	0.00
GCA_004796425.1	98.13	2.20
GCA_002868955.1	98.13	1.64
GCA_002067115.1	98.10	1.31
GCA_900290365.1	98.06	2.74
GCA_003153775.1	98.06	1.29
GCA_002868845.1	98.06	0.65
GCA_001512965.1	98.06	0.00
GCA_001184205.1	98.06	4.54
GCA_003818505.1	98.02	1.64
GCA_000243135.3	97.96	1.36
GCA_002995785.1	97.93	0.00
GCA_001628815.1	97.85	0.00
GCA_002400005.1	97.81	3.95
GCA_001797525.1	97.80	2.20
GCA_001789205.1	97.80	2.20
GCA_003142475.1	97.80	4.83
GCA_002387895.1	97.79	5.85
GCA_002367115.1	97.79	4.47
GCA_002868865.1	97.74	1.64
GCA_003164335.1	97.74	2.20
GCA_003354055.1	97.72	7.93
GCA_002506085.1	97.71	0.65
GCA_001830635.1	97.70	1.72
GCA_001829295.1	97.70	1.72
GCA_001829245.1	97.70	1.72
GCA_001829185.1	97.70	1.72
GCA_002381185.1	97.67	3.15
GCA_002340985.1	97.67	1.40
GCA_001311825.1	97.66	0.71
GCA_000016745.1	97.66	0.00
GCA_003354035.1	97.65	11.84
GCA_003142255.1	97.62	2.14
GCA_001515945.1	97.62	4.00
2757320495	97.60	2.67
GCA_000732885.1	97.60	1.47
GCA_002497995.1	97.58	0.81
GCA_002396925.1	97.48	3.91
GCA_004322275.1	97.48	3.36
GCA_004791675.1	97.42	0.65
GCA_003599575.1	97.42	5.16
GCA_002840435.1	97.42	3.21
GCA_001799395.1	97.42	0.99
GCA_001829315.1	97.40	3.20
GCA_003857395.1	97.38	8.71
GCA_001577565.1	97.34	0.68
GCA_005222505.1	97.32	0.34
GCA_003612855.1	97.32	0.34
GCA_003612835.1	97.32	0.34
GCA_003020045.1	97.32	0.34
GCA_001262605.1	97.32	6.94
GCA_000178115.2	97.32	0.34
GCA_002508545.1	97.31	0.81
bacteria30035	97.30	1.35
bacteria30028	97.30	3.04
GCA_002780905.1	97.27	0.91
GCA_004345905.1	97.16	1.06
GCA_002408935.1	97.16	4.93
GCA_003353855.1	97.15	7.39
GCA_000300195.1	97.12	2.88
bacteria23265	97.10	0.04
GCA_002841355.1	97.08	0.83
GCA_002509505.1	97.08	1.96
GCA_900109885.1	97.05	2.58
GCA_003252375.1	97.04	0.89
GCA_002412435.1	96.99	3.53
GCA_001513155.1	96.94	0.51
GCA_002298165.1	96.94	1.45
GCA_002498375.1	96.89	0.00
GCA_002298125.1	96.88	2.28
GCA_002498705.1	96.86	0.66
GCA_007244375.1	96.77	1.29
GCA_002840505.1	96.77	1.94
GCA_002347685.1	96.77	5.48
GCA_002298995.1	96.77	1.02
GCA_900290375.1	96.75	6.76
2757320509	96.73	3.27
GCA_002897975.1	96.73	0.60
GCA_004376575.1	96.70	1.10
GCA_004348925.1	96.67	0.83
2757320497	96.63	6.84
GCA_001421185.1	96.61	1.61
GCA_002397955.1	96.61	1.69
GCA_001829495.1	96.56	2.25
GCA_001800475.1	96.56	0.00
GCA_001800315.1	96.56	0.00
GCA_001800235.1	96.56	0.00
GCA_001830615.1	96.55	2.87
GCA_001829335.1	96.55	2.40
GCA_002411325.1	96.52	3.10
bacteria30019	96.52	4.26
GCA_001789275.1	96.51	2.20
GCA_002753335.1	96.49	0.91
GCA_003170135.1	96.49	6.27
GCA_003154725.1	96.46	1.90
GCA_003165055.1	96.45	1.33
GCA_003139775.1	96.45	1.33
GCA_003138835.1	96.45	1.65
GCA_002840555.1	96.45	0.97
GCA_002328165.1	96.45	0.65
GCA_000013405.1	96.43	3.87
GCA_002839545.1	96.41	1.96
GCA_002498825.1	96.41	0.00
GCA_002496855.1	96.41	5.06
GCA_002067645.1	96.41	1.96
GCA_001803635.1	96.36	0.00
GCA_003353845.1	96.34	4.74
GCA_002408305.1	96.33	3.70
GCA_001516055.1	96.21	3.02
GCA_001829345.1	96.20	2.40
GCA_003245695.1	96.19	2.86
GCA_002408285.1	96.16	6.23
GCA_004298625.1	96.14	8.18
GCA_002781345.1	96.14	0.00
GCA_002840565.1	96.13	1.94
GCA_002753225.1	96.13	0.84
GCA_001742305.1	96.03	2.05
GCA_002869695.1	96.02	0.65
GCA_003162695.1	96.02	2.91
GCA_003141275.1	96.01	3.48
GCA_900170035.1	95.97	2.15
GCA_004525545.1	95.97	0.40
bacteria30031	95.95	6.79
GCA_003165235.1	95.82	6.47
GCA_003247215.1	95.81	3.15
GCA_002779905.1	95.81	1.51
GCA_001874005.1	95.81	0.00
GCA_000174415.1	95.76	1.13
GCA_003141595.1	95.71	3.10
GCA_000769715.1	95.71	1.19
GCA_002506785.1	95.67	0.33
bacteria01060v2	95.65	6.13
GCA_003142575.1	95.61	5.94
GCA_002398105.1	95.60	1.74
GCA_000521465.1	95.58	0.67
GCA_002068015.1	95.48	1.61
GCA_001769035.1	95.48	1.19
2744054410	95.45	5.98
GCA_001805105.1	95.45	0.91
GCA_002414225.1	95.45	0.60
GCA_002839375.1	95.44	4.49
GCA_004321905.1	95.44	0.71
GCA_002840355.1	95.40	2.25
GCA_002418985.1	95.38	3.23
GCA_001802135.1	95.32	7.37
GCA_002426245.1	95.27	2.76
bacteria30029	95.27	0.71
GCA_001803235.1	95.27	5.60
GCA_000375485.1	95.27	1.78
GCA_002841295.1	95.26	1.75
GCA_002508425.1	95.26	2.94
GCA_002897615.1	95.24	0.60
GCA_002790755.1	95.23	0.00
GCA_002495585.1	95.16	0.81
GCA_002420525.1	95.16	0.65
GCA_002382135.1	95.16	1.29
GCA_002329025.1	95.16	0.65
GCA_002504525.1	95.04	0.00
GCA_004195345.1	95.04	9.69
GCA_003155495.1	95.01	4.59
GCA_002494705.1	95.00	0.00
GCA_002495055.1	95.00	5.38
2757320499	94.97	3.84
GCA_002897695.1	94.96	0.84
GCA_001873935.1	94.96	0.84
GCA_002448905.1	94.95	1.79
GCA_002496345.1	94.90	0.00
bacteria30004	94.89	0.82
GCA_003820245.1	94.87	12.65
GCA_003142875.1	94.84	0.68
GCA_002347815.1	94.84	3.46
GCA_001797465.1	94.84	2.26
GCA_001795545.1	94.84	1.94
GCA_001595385.3	94.84	1.94
GCA_003141525.1	94.77	2.86
GCA_002426625.1	94.69	2.59
GCA_003171275.1	94.63	7.12
GCA_002841275.1	94.58	2.78
GCA_001803945.1	94.55	0.91
GCA_000179315.1	94.52	2.39
GCA_004375785.1	94.51	0.00
bacteria30014	94.49	0.04
GCA_001516045.1	94.49	4.08
2757320503	94.46	0.88
GCA_002502975.1	94.44	1.44
GCA_003252395.1	94.41	3.15
GCA_002839285.1	94.38	3.37
GCA_002381895.1	94.37	6.45
bacteria30005	94.37	1.59
GCA_001311845.1	94.35	2.80
GCA_002783085.1	94.32	0.00
GCA_001780375.1	94.32	2.25
GCA_003138315.1	94.31	2.19
GCA_002347365.1	94.31	2.22
bacteria30012	94.29	2.97
GCA_003138675.1	94.28	1.94
GCA_001799285.1	94.28	0.00
GCA_003135935.1	94.23	0.81
GCA_002329645.1	94.22	4.64
GCA_002869005.1	94.21	2.52
GCA_003139105.1	94.19	1.65
GCA_000512235.1	94.12	5.46
GCA_003566455.1	94.05	2.71
GCA_003553695.1	94.05	0.00
GCA_002868925.1	94.03	1.51
GCA_003158615.1	94.00	1.82
GCA_001797845.1	93.87	1.33
GCA_003141555.1	93.85	3.42
GCA_003171175.1	93.84	2.80
2757320506	93.84	2.26
GCA_000770645.1	93.82	5.49
GCA_002506105.1	93.79	0.00
GCA_002397225.1	93.74	2.08
GCA_003140615.1	93.70	1.33
bacteria30016	93.68	0.96
GCA_002835825.1	93.56	4.90
GCA_003142535.1	93.55	1.29
GCA_002423615.1	93.55	2.96
GCA_002067245.1	93.55	9.97
GCA_001412345.1	93.55	3.76
GCA_002781445.1	93.53	3.45
GCA_001603955.1	93.53	5.21
GCA_003141755.1	93.49	6.63
GCA_004525355.1	93.49	4.60
GCA_002415855.1	93.47	3.84
GCA_002319915.1	93.47	2.16
GCA_002869605.1	93.44	7.74
GCA_003153795.1	93.42	5.21
GCA_003353835.1	93.41	7.01
GCA_002771505.1	93.41	0.00
GCA_001303785.1	93.41	1.10
GCA_003163755.1	93.39	1.33
bacteria00229	93.36	0.00
bacteria30015	93.33	2.00
GCA_003152715.1	93.23	9.40
GCA_002327985.1	93.23	1.29
GCA_001799275.1	93.21	1.19
GCA_001778375.1	93.19	1.12
bacteria30001	93.18	1.14
GCA_001829415.1	93.16	0.19
GCA_003555325.1	93.14	2.75
bacteria30018	93.08	2.80
GCA_002067275.1	92.97	1.31
bacteria30021	92.88	1.71
GCA_001799735.1	92.85	1.12
GCA_002424125.1	92.85	3.66
GCA_001769395.1	92.83	1.61
GCA_002789985.1	92.79	1.01
GCA_002505225.1	92.75	0.00
GCA_003142635.1	92.74	2.17
bacteria23259	92.73	4.02
GCA_002418185.1	92.67	2.26
GCA_004796465.1	92.60	1.80
GCA_002382045.1	92.58	2.58
GCA_002304995.1	92.58	3.37
bacteria30026	92.57	0.68
GCA_001803305.1	92.57	6.28
GCA_003696505.1	92.44	1.10
GCA_002067165.1	92.44	3.36
GCA_001795575.1	92.44	1.68
GCA_003142295.1	92.42	4.30
GCA_002779785.1	92.42	0.65
GCA_002509495.1	92.32	0.00
2757320496	92.30	1.15
GCA_003141415.1	92.30	3.33
GCA_001803605.1	92.27	0.91
GCA_003605055.1	92.26	0.32
GCA_002448235.1	92.26	1.29
GCA_002312915.1	92.26	2.47
GCA_003563175.1	92.24	1.98
bacteria23313	92.24	3.46
GCA_002067825.1	92.24	1.94
GCA_003136075.1	92.20	5.23
GCA_003152875.1	92.16	3.28
2757320501	92.16	6.21
GCA_002869015.1	92.11	1.68
GCA_001871115.1	92.08	1.12
GCA_002423765.1	92.01	3.85
GCA_002422465.1	91.96	4.94
GCA_003647375.1	91.94	7.31
GCA_003168735.1	91.94	1.97
GCA_002783705.1	91.94	0.00
GCA_001799365.1	91.91	0.89
GCA_003228585.1	91.88	1.12
GCA_002897855.1	91.82	0.00
GCA_004195035.1	91.81	0.00
GCA_003564275.1	91.67	0.60
GCA_003141495.1	91.65	3.25
GCA_001311985.1	91.59	0.00
GCA_001508375.1	91.54	9.02
GCA_003154495.1	91.52	4.87
GCA_002402945.1	91.48	2.31
bacteria30020	91.45	1.45
GCA_002381965.1	91.45	2.82
GCA_001798425.1	91.45	1.94
GCA_002499025.1	91.44	0.00
GCA_002784205.1	91.43	0.00
GCA_002409825.1	91.41	1.49
GCA_002399145.1	91.39	2.85
GCA_001804865.1	91.39	4.08
GCA_001873905.1	91.36	1.94
GCA_002347745.1	91.35	6.85
GCA_001873745.1	91.29	0.75
GCA_001768975.1	91.28	1.19
GCA_001303325.1	91.22	17.28
GCA_003142715.1	91.18	4.37
GCA_002067745.1	90.97	3.55
bacteria30030	90.96	3.56
GCA_004525935.1	90.96	2.07
GCA_002298925.1	90.90	0.65
bacteria30034	90.65	5.31
GCA_001604385.1	90.56	1.40
GCA_002403815.1	90.56	1.09
GCA_003169075.1	90.50	2.21
GCA_003141715.1	90.49	4.29
GCA_001873285.1	90.46	1.72
GCA_003141575.1	90.41	9.68
GCA_001829155.1	90.38	0.00
bacteria30036	90.37	2.31
GCA_000739515.1	90.35	8.06
GCA_003567495.1	90.34	1.20
GCA_002412715.1	90.32	3.55
GCA_002782185.1	90.32	0.23
GCA_002067235.1	90.31	4.20
GCA_003157895.1	90.28	0.16
GCA_003157835.1	90.26	2.00
GCA_003245785.1	90.24	1.48
GCA_003155705.1	90.24	2.78
GCA_002345925.1	90.21	1.81
GCA_003647485.1	90.19	9.14
GCA_002781315.1	90.16	2.42
GCA_002382785.1	90.14	1.32
GCA_002869725.1	90.07	6.13
GCA_003157745.1	90.07	2.63
GCA_003819975.1	90.06	7.28
bacteria23266	90.04	2.90
2744054411	90.03	1.55
GCA_002869665.1	90.00	2.10
GCA_001797945.1	90.00	1.29
GCA_002400365.1	89.91	2.96
GCA_002413075.1	89.90	0.86
GCA_002498295.1	89.87	0.75
GCA_003157495.1	89.82	3.11
GCA_001825565.1	89.78	0.65
GCA_001871685.1	89.77	0.00
GCA_003141795.1	89.74	3.07
GCA_002441385.1	89.72	1.38
GCA_002376415.1	89.71	1.05
GCA_001799715.1	89.67	1.12
GCA_001829455.1	89.65	2.31
GCA_003158395.1	89.64	4.52
GCA_002774505.1	89.60	1.72
GCA_001799645.1	89.60	2.25
GCA_003155505.1	89.47	4.37
GCA_002352445.1	89.47	2.68
GCA_004377365.1	89.47	4.27
GCA_001804885.1	89.41	2.70
GCA_003158735.1	89.34	4.59
GCA_002508555.1	89.33	0.00
GCA_001771695.1	89.32	0.85
GCA_002840495.1	89.21	2.97
GCA_002347185.1	89.16	4.96
bacteria30003	89.14	4.21
GCA_003597995.1	89.11	0.00
GCA_003252075.1	89.09	2.73
GCA_001829125.1	89.07	0.05
GCA_002067585.1	89.03	2.94
2757320507	89.03	0.65
GCA_004525155.1	89.01	1.25
GCA_002508465.1	88.99	0.65
GCA_003551785.1	88.99	5.62
GCA_003561605.1	88.98	1.69
GCA_002774365.1	88.89	3.42
GCA_004322245.1	88.83	7.80
GCA_002408685.1	88.81	0.00
GCA_003170055.1	88.79	0.91
GCA_001830835.1	88.71	0.20
archaea30022	88.67	3.98
GCA_002840935.1	88.66	0.27
GCA_002376665.1	88.65	1.45
GCA_003154025.1	88.50	5.16
GCA_001772435.1	88.46	0.85
GCA_001771585.1	88.46	0.85
GCA_001771415.1	88.46	0.85
GCA_001799895.1	88.39	2.25
GCA_002479215.1	88.39	0.65
GCA_002782115.1	88.31	2.59
GCA_002508585.1	88.30	0.81
GCA_002841785.1	88.28	1.29
GCA_002348045.1	88.23	4.77
GCA_003161915.1	88.21	2.24
GCA_002305765.1	88.17	2.90
bacteria30017	88.14	1.12
GCA_003551035.1	88.12	3.59
GCA_003166505.1	88.06	1.33
GCA_001798165.1	88.04	0.65
GCA_001772415.1	88.03	1.71
GCA_001771545.1	88.03	1.71
GCA_002307275.1	88.03	1.07
bacteria30011	87.99	2.91
GCA_003154635.1	87.90	0.85
GCA_001797665.1	87.88	0.65
GCA_002839245.1	87.86	1.72
GCA_001303955.1	87.83	4.68
GCA_003137035.1	87.81	2.63
GCA_001798605.1	87.80	5.70
GCA_003162335.1	87.79	0.45
GCA_003245525.1	87.78	3.91
GCA_002452365.1	87.78	2.26
bacteria30033	87.77	1.36
bacteria30025	87.74	1.65
GCA_002780715.1	87.74	3.44
GCA_003353725.1	87.67	14.82
GCA_003647445.1	87.62	8.39
GCA_001771665.1	87.61	1.71
GCA_003153935.1	87.54	0.00
GCA_002067475.1	87.42	5.16
GCA_002784085.1	87.40	1.08
GCA_001873705.1	87.34	0.65
GCA_003154095.1	87.30	2.10
GCA_001897035.1	87.29	2.20
GCA_002067815.1	87.24	3.49
GCA_002408445.1	87.24	1.40
GCA_003154595.1	87.23	4.95
GCA_003155455.1	87.16	1.98
GCA_003151775.1	87.13	0.65
GCA_002841405.1	87.12	3.23
GCA_002478265.1	87.10	0.86
GCA_002067975.1	87.10	1.29
bacteria30010	87.09	6.45
GCA_003838235.1	87.06	1.96
GCA_002067405.1	86.90	1.29
bacteria30007	86.85	0.11
GCA_002407865.1	86.71	2.25
GCA_003159865.1	86.65	0.97
GCA_002502245.1	86.60	0.00
GCA_003818675.1	86.57	5.91
GCA_002495065.1	86.56	0.65
GCA_003161895.1	86.54	1.77
GCA_002425885.1	86.52	0.00
GCA_002299555.1	86.48	1.71
GCA_001797585.1	86.41	0.00
GCA_003157075.1	86.33	4.57
GCA_002469335.1	86.30	0.63
GCA_001769785.1	86.29	4.21
GCA_003158775.1	86.29	3.87
GCA_002451165.1	86.26	5.45
bacteria30008	86.20	1.08
GCA_002067665.1	86.16	0.65
GCA_003142835.1	86.03	1.61
GCA_003838125.1	86.01	17.03
GCA_003133285.1	85.85	1.17
GCA_003161685.1	85.85	2.10
GCA_002502005.1	85.84	0.81
GCA_003567555.1	85.81	4.95
GCA_003155275.1	85.76	1.82
bacteria23257	85.66	3.73
GCA_001304105.1	85.66	6.77
GCA_003132645.1	85.63	2.16
GCA_003142355.1	85.59	3.95
GCA_002322475.1	85.58	0.07
GCA_002506145.1	85.51	0.00
GCA_002897815.1	85.45	0.00
GCA_001770075.1	85.37	3.65
GCA_002753305.1	85.35	2.73
GCA_002383325.1	85.35	3.85
bacteria23267	85.29	7.80
GCA_003157735.1	85.25	3.87
GCA_003167475.1	85.24	2.25
bacteria30002	85.20	2.44
GCA_002322035.1	85.16	0.65
GCA_003136095.1	85.15	1.31
GCA_002380735.1	85.12	3.04
GCA_001771235.1	85.10	0.00
GCA_001789245.1	85.06	1.10
GCA_003154455.1	85.06	2.97
GCA_003245635.1	85.06	0.10
GCA_002382755.1	85.03	0.00
GCA_001799225.1	84.99	1.59
GCA_003170115.1	84.98	2.40
GCA_003566645.1	84.97	5.46
GCA_003556225.1	84.93	0.42
GCA_002068035.1	84.89	9.93
GCA_002067415.1	84.82	4.20
GCA_002498285.1	84.72	0.00
GCA_002403175.1	84.70	5.65
GCA_002503495.1	84.65	2.42
GCA_002789935.1	84.61	1.61
GCA_003599615.1	84.60	8.19
GCA_002347465.1	84.60	3.23
GCA_003554395.1	84.53	2.05
GCA_002428765.1	84.52	1.42
GCA_002868985.1	84.52	1.81
GCA_002432985.1	84.48	3.23
GCA_003158355.1	84.31	4.55
GCA_002482545.1	84.30	2.85
GCA_003597945.1	84.30	3.23
GCA_002418585.1	84.28	2.73
bacteria30027	84.24	2.70
GCA_002419385.1	84.19	1.94
GCA_001303025.1	84.19	1.94
bacteria30032	84.19	3.38
GCA_002796305.1	84.17	1.51
GCA_001831025.1	84.09	2.27
GCA_003158815.1	84.08	4.95
GCA_002067045.1	84.06	2.42
GCA_001829505.1	84.03	4.00
GCA_002409045.1	84.03	0.00
GCA_002711645.1	84.02	4.14
GCA_001798625.1	84.01	0.68
GCA_002347425.1	83.94	3.80
GCA_001799695.1	83.90	1.69
GCA_003170975.1	83.87	1.84
GCA_002402385.1	83.87	1.29
GCA_002435875.1	83.85	2.48
GCA_003555305.1	83.84	9.05
GCA_002419525.1	83.82	1.94
GCA_002404215.1	83.82	2.46
GCA_002398325.1	83.80	2.70
GCA_003819755.1	83.76	5.34
GCA_002304835.1	83.60	0.00
GCA_002840635.1	83.50	3.87
GCA_001508995.1	83.49	2.53
GCA_001830585.1	83.47	0.45
GCA_002452635.1	83.36	3.25
GCA_002418835.1	83.15	1.12
GCA_001303205.1	82.99	52.45
GCA_002452655.1	82.94	0.63
GCA_001595815.1	82.93	10.03
GCA_002307245.1	82.84	3.45
GCA_003557565.1	82.83	1.79
GCA_003567715.1	82.81	0.42
GCA_001828335.1	82.76	0.00
GCA_001800455.1	82.74	0.00
GCA_001770175.1	82.68	0.89
GCA_003158435.1	82.54	2.97
GCA_002495775.1	82.48	0.90
GCA_001789195.1	82.42	1.10
GCA_002413245.1	82.40	0.80
GCA_003155595.1	82.38	2.60
GCA_001829165.1	82.38	8.25
GCA_002067445.1	82.30	8.85
GCA_003156875.1	82.21	1.82
GCA_002410205.1	82.13	3.54
GCA_003159065.1	82.03	2.46
bacteria23315	81.88	5.24
GCA_002402545.1	81.84	0.00
bacteria30013	81.83	5.23
GCA_002292015.1	81.81	0.99
GCA_002421695.1	81.76	1.29
GCA_003646975.1	81.70	0.65
GCA_003819735.1	81.62	7.37
GCA_002408885.1	81.58	2.36
GCA_002789615.1	81.55	2.56
bacteria23268	81.45	8.41
GCA_003567515.1	81.36	5.62
GCA_003162595.1	81.27	3.49
GCA_002307015.1	81.24	2.30
GCA_001750925.1	81.05	0.60
2757320500	80.96	5.03
GCA_003647755.1	80.94	0.50
GCA_003153955.1	80.89	0.99
bacteria23260	80.75	1.34
GCA_001303305.1	80.42	30.82
GCA_002783725.1	80.37	2.58
bacteria23263	80.32	3.23
GCA_003245915.1	80.30	7.76
