bacteria03712,GCA_000817955.1,3.62,99.83870967741936,0,Geobacter pickeringii ,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__,bacteria03712.fna
bacteria04577,GCA_001278055.1,3.96,99.03225806451613,0.6451612903225806,Desulfuromonas soudanensis ,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae_A;g__;s__,bacteria04577.fna
bacteria05209,GCA_001563225.1,3.97,98.81656804733728,0,Pseudodesulfovibrio indicus ,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,bacteria05209.fna
bacteria05416,GCA_001611275.1,3.92,99.35483870967742,0,Desulfuromonas sp. DDH964 ,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__;g__;s__,bacteria05416.fna
bacteria05491,GCA_001628815.1,3.67,97.8494623655914,0,Geobacter anodireducens ,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__,bacteria05491.fna
bacteria06457,GCA_001771545.1,1.79,88.03418803418803,1.7094017094017093,candidate division WOR-1 bacterium RIFOXYB2_FULL_42_35,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__,bacteria06457.fna
bacteria06463,GCA_001771665.1,1.81,87.6068376068376,1.7094017094017093,candidate division WOR-1 bacterium RIFOXYC2_FULL_41_25,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__,bacteria06463.fna
bacteria06500,GCA_001772415.1,1.78,88.03418803418803,1.7094017094017093,candidate division WOR-1 bacterium RIFOXYA2_FULL_41_14,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__,bacteria06500.fna
bacteria06781,GCA_001778375.1,   3,93.19233311302048,1.1235955056179776,Candidatus Firestonebacteria bacterium RIFOXYD2_FULL_39_29,d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__,bacteria06781.fna
bacteria06881,GCA_001780375.1,3.13,94.31592861863847,2.247191011235955,Candidatus Firestonebacteria bacterium RIFOXYC2_FULL_39_67,d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__,bacteria06881.fna
bacteria07594,GCA_001794965.1,3.37,99.0909090909091,0.9090909090909091,Chloroflexi bacterium GWD2_49_16,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,bacteria07594.fna
bacteria07662,GCA_001796335.1,3.37,99.0909090909091,0.9090909090909091,Chloroflexi bacterium GWB2_49_20,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,bacteria07662.fna
bacteria07664,GCA_001796365.1,3.41,99.0909090909091,0.9090909090909091,Chloroflexi bacterium GWC2_49_37,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,bacteria07664.fna
bacteria07738,GCA_001797845.1,2.43,93.87096774193549,1.3261648745519712,Deltaproteobacteria bacterium RBG_16_44_11,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,bacteria07738.fna
bacteria07743,GCA_001797945.1,2.41,90,1.2903225806451613,Deltaproteobacteria bacterium RBG_16_58_17,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__,bacteria07743.fna
bacteria07791,GCA_001798915.1,1.99,68.6405529953917,5.161290322580645,Deltaproteobacteria bacterium RBG_19FT_COMBO_43_11,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,bacteria07791.fna
bacteria07809,GCA_001799275.1,3.84,93.20987654320989,1.1904761904761905,Deltaproteobacteria bacterium RIFOXYD12_FULL_57_12,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__;g__;s__,bacteria07809.fna
bacteria07814,GCA_001799365.1,4.51,91.90602166792644,0.8928571428571429,Desulfobacterales bacterium GWB2_56_26,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__,bacteria07814.fna
bacteria07820,GCA_001799485.1,2.78,77.90322580645162,0.6682027649769586,Desulfuromonadales bacterium GWC2_61_20,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__UBA2197;g__;s__,bacteria07820.fna
bacteria07830,GCA_001799695.1, 4.2,83.89513108614233,1.6853932584269662,Elusimicrobia bacterium GWA2_69_24,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__;s__,bacteria07830.fna
bacteria08020,GCA_001803705.1,3.16,67.04545454545455,0.9090909090909091,Nitrospirae bacterium GWC2_56_14,d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__;s__,bacteria08020.fna
bacteria08669,GCA_001829125.1, 4.4,89.06666666666666,0.047058823529411764,Spirochaetes bacterium GWB1_27_13,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__;s__,bacteria08669.fna
bacteria08670,GCA_001829155.1,3.04,90.38334434897554,0,Spirochaetes bacterium GWB1_36_13,d__Bacteria;p__Spirochaetota;c__UBA6919;o__;f__;g__;s__,bacteria08670.fna
bacteria08672,GCA_001829185.1, 3.6,97.70114942528735,1.7241379310344827,Spirochaetes bacterium GWB1_60_80,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__;s__,bacteria08672.fna
bacteria08675,GCA_001829245.1,3.48,97.70114942528735,1.7241379310344827,Spirochaetes bacterium GWC1_61_12,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__;s__,bacteria08675.fna
bacteria08677,GCA_001829295.1,3.59,97.70114942528735,1.7241379310344827,Spirochaetes bacterium GWD1_61_31,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__;s__,bacteria08677.fna
bacteria08678,GCA_001829315.1,4.03,97.4,3.2,Spirochaetes bacterium GWE1_32_154,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__;s__,bacteria08678.fna
bacteria08679,GCA_001829335.1,4.12,96.54666666666667,2.4,Spirochaetes bacterium GWE2_31_10,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__;s__,bacteria08679.fna
bacteria08680,GCA_001829345.1, 4.1,96.2,2.4,Spirochaetes bacterium GWF1_31_7,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__;s__,bacteria08680.fna
bacteria08682,GCA_001829395.1,2.53,65.73033707865169,0,Spirochaetes bacterium GWF1_49_6,d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__GWF1-51-8;g__GWF1-51-8;s__,bacteria08682.fna
bacteria08683,GCA_001829415.1,3.54,93.15628192032686,0.18726591760299624,Spirochaetes bacterium GWF1_51_8,d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__GWF1-51-8;g__GWF1-51-8;s__,bacteria08683.fna
bacteria08689,GCA_001829535.1,3.89,77.54509803921569,4.533333333333333,Spirochaetes bacterium RIFOXYB1_FULL_32_8,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__;s__,bacteria08689.fna
bacteria08704,GCA_001829835.1,2.02,74.87864823348694,0.16129032258064516,Syntrophobacterales bacterium GWF2_56_9,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__,bacteria08704.fna
bacteria08719,GCA_001830155.1,3.79,60.485537190082646,2.840909090909091,Treponema sp. GWA1_62_8,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae_B;g__;s__,bacteria08719.fna
bacteria08741,GCA_001830585.1,4.08,83.46666666666665,0.4470588235294118,Spirochaetes bacterium GWD1_27_9,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__;s__,bacteria08741.fna
bacteria08742,GCA_001830615.1,3.62,96.55172413793103,2.8735632183908044,Spirochaetes bacterium GWE1_60_18,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__;s__,bacteria08742.fna
bacteria08743,GCA_001830635.1,3.59,97.70114942528735,1.7241379310344827,Spirochaetes bacterium GWF1_60_12,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__;s__,bacteria08743.fna
bacteria08744,GCA_001830645.1,3.43,76.83938779273464,1.530518163378204,Spirochaetes bacterium RIFOXYC1_FULL_54_7,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA5200;s__,bacteria08744.fna
bacteria08753,GCA_001830835.1, 2.6,88.70967741935483,0.1971326164874552,Syntrophobacterales bacterium GWC2_56_13,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__,bacteria08753.fna
bacteria08763,GCA_001831025.1,4.53,84.0909090909091,2.272727272727273,Treponema sp. GWB1_62_6,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae_B;g__UBA12037;s__,bacteria08763.fna
bacteria08785,GCA_001854245.1,4.46,98.38709677419355,1.935483870967742,Desulfococcus multivorans ,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,bacteria08785.fna
bacteria09687,GCA_002009335.2,4.46,98.38709677419355,1.935483870967742,Desulfococcus multivorans ,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,bacteria09687.fna
bacteria10831,GCA_002292015.1,1.92,81.81176168464303,0.9887005649717513,Firmicutes bacterium UBA993,d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__;s__,bacteria10831.fna
bacteria10932,GCA_002294405.1,1.44,55.151515151515156,0,Anaerolineales bacterium UBA877,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,bacteria10932.fna
bacteria11135,GCA_002298925.1,4.33,90.89861751152074,0.6451612903225806,Geobacter sp. UBA698,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__Pelobacter_C;s__,bacteria11135.fna
bacteria11328,GCA_002306975.1,3.37,74.33521456172461,2.8104026845637584,Ruminococcaceae bacterium UBA1320,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ruminiclostridium_D;s__,bacteria11328.fna
bacteria11330,GCA_002307015.1,4.54,81.24346917450366,2.2988505747126435,Spirochaetaceae bacterium UBA1318,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__;g__;s__,bacteria11330.fna
bacteria11343,GCA_002307275.1, 3.8,88.03131991051454,1.0677242220866383,Hungateiclostridiaceae bacterium UBA1305,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__;s__,bacteria11343.fna
bacteria11556,GCA_002312915.1,2.84,92.25806451612904,2.4731182795698925,Syntrophaceae bacterium UBA1164,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,bacteria11556.fna
bacteria12873,GCA_002347365.1,2.25,94.30555555555557,2.222222222222222,Actinobacteria bacterium UBA2279,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__;s__,bacteria12873.fna
bacteria12889,GCA_002347685.1,3.87,96.7741935483871,5.483870967741935,Syntrophaceae bacterium UBA2280,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__,bacteria12889.fna
bacteria13733,GCA_002367115.1,4.32,97.79310344827587,4.466338259441708,Clostridium tunisiense,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__,bacteria13733.fna
bacteria14368,GCA_002383325.1,3.49,85.34781576448243,3.8461538461538463,Candidatus Aminicenantes bacterium UBA4085,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__,bacteria14368.fna
bacteria15105,GCA_002398325.1,3.38,83.80102040816327,2.6955782312925174,Syntrophomonas sp. UBA4894,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__,bacteria15105.fna
bacteria15155,GCA_002399315.1,2.88,77.37216864767885,2.8656462585034017,Syntrophomonas sp. UBA4878,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__,bacteria15155.fna
bacteria15227,GCA_002402545.1,2.31,81.84229390681003,0,Syntrophaceae bacterium UBA4810,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,bacteria15227.fna
bacteria15247,GCA_002402945.1,1.93,91.47884343213893,2.305605786618445,Pelotomaculum sp. UBA4789,d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__;s__,bacteria15247.fna
bacteria15310,GCA_002404215.1, 2.9,83.8188682066233,2.457482993197279,Desulfosporosinus sp. UBA4726,d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__,bacteria15310.fna
bacteria15465,GCA_002408445.1,2.92,87.23639455782315,1.403061224489796,Syntrophomonas sp. UBA5288,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__,bacteria15465.fna
bacteria15559,GCA_002410325.1,4.01,99.21768707482994,4.413265306122449,Syntrophomonas sp. UBA5314,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__,bacteria15559.fna
bacteria15587,GCA_002410865.1,2.95,75.91836734693878,1.9982993197278909,Syntrophomonas sp. UBA5380,d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__,bacteria15587.fna
bacteria15646,GCA_002412715.1, 3.7,90.3225806451613,3.5483870967741935,Deltaproteobacteria bacterium UBA5205,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__,bacteria15646.fna
bacteria15651,GCA_002412825.1,3.46,98.85057471264368,2.2988505747126435,Spirochaetaceae bacterium UBA5200,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA5200;s__,bacteria15651.fna
bacteria15658,GCA_002412965.1,4.12,98.14814814814814,0,Desulfomicrobium sp. UBA5193,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;s__,bacteria15658.fna
bacteria15885,GCA_002418825.1,2.12,77.41935483870968,3.225806451612903,Syntrophaceae bacterium UBA5764,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,bacteria15885.fna
bacteria15886,GCA_002418835.1,4.44,83.14606741573034,1.1235955056179776,Spirochaetia bacterium UBA5763,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__,bacteria15886.fna
bacteria15893,GCA_002418985.1,3.42,95.3763440860215,3.225806451612903,Deltaproteobacteria bacterium UBA5756,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__,bacteria15893.fna
bacteria16029,GCA_002421695.1,2.68,81.76139272913467,1.2903225806451613,Smithella sp. UBA6208,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__,bacteria16029.fna
bacteria16379,GCA_002428705.1,4.54,100,0,Desulfovibrio sp. UBA6079,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__,bacteria16379.fna
bacteria16593,GCA_002432985.1,3.34,84.47516641065029,3.225806451612903,Syntrophaceae bacterium UBA5828,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__,bacteria16593.fna
bacteria16738,GCA_002435875.1,2.89,83.85321100917432,2.477064220183486,Anaerolineales bacterium UBA6131,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__;s__,bacteria16738.fna
bacteria17128,GCA_002448235.1,3.77,92.25806451612904,1.2903225806451613,Syntrophaceae bacterium UBA6087,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__,bacteria17128.fna
bacteria17348,GCA_002452635.1,3.61,83.36072759149681,3.2544378698224854,Desulfovibrionaceae bacterium UBA6814,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__,bacteria17348.fna
bacteria17822,GCA_002478265.1,2.34,87.09677419354838,0.8602150537634408,Syntrophaceae bacterium UBA7520,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,bacteria17822.fna
bacteria17870,GCA_002479215.1,2.98,88.38709677419355,0.6451612903225806,Syntrophaceae bacterium UBA7544,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,bacteria17870.fna
bacteria18042,GCA_002482655.1,2.81,70.96774193548387,0,Geobacter sp. UBA7696,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__,bacteria18042.fna
bacteria20068,GCA_003132645.1,3.24,85.63218390804599,2.1551724137931036,Actinobacteria bacterium,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__,bacteria20068.fna
bacteria20100,GCA_003133285.1,1.87,85.85317460317461,1.1746031746031744,Coriobacteriia bacterium,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__;g__;s__,bacteria20100.fna
archaea00943,GCA_003135935.1,2.08,94.23076923076923,0.8064516129032258,Methanomassiliicoccaceae archaeon,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata_A;o__Methanomassiliicoccales;f__;g__;s__,archaea00943.fna
bacteria20231,GCA_003136095.1,6.03,85.14592933947773,1.3133640552995391,Myxococcales bacterium,d__Bacteria;p__Myxococcota;c__Polyangia;o__;f__;g__;s__,bacteria20231.fna
bacteria20275,GCA_003137035.1,5.07,87.81067251461988,2.6315789473684212,Solibacterales bacterium,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__,bacteria20275.fna
bacteria20443,GCA_003141555.1,3.79,93.84615384615384,3.4188034188034186,Candidatus Aminicenantes bacterium,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__,bacteria20443.fna
bacteria20477,GCA_003142295.1,3.28,92.41935483870968,4.301075268817204,Syntrophaceae bacterium,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,bacteria20477.fna
bacteria20480,GCA_003142355.1,6.56,85.58845029239765,3.9473684210526314,Solibacterales bacterium,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__,bacteria20480.fna
bacteria20489,GCA_003142535.1,2.93,93.54838709677419,1.2903225806451613,Syntrophaceae bacterium,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,bacteria20489.fna
bacteria20494,GCA_003142635.1,3.47,92.74193548387096,2.17357910906298,Syntrophaceae bacterium,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,bacteria20494.fna
bacteria20503,GCA_003142835.1,2.49,86.03430619559653,1.6129032258064515,Syntrophaceae bacterium,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,bacteria20503.fna
bacteria20569,GCA_003151775.1,2.95,87.1326164874552,0.6451612903225806,Geobacter sp.,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__,bacteria20569.fna
bacteria20631,GCA_003153075.1,2.77,71.31613161316132,0.9900990099009901,Dehalococcoidia bacterium,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,bacteria20631.fna
bacteria20664,GCA_003153725.1,3.74,75.41666666666667,3.4188034188034186,Candidatus Aminicenantes bacterium,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__,bacteria20664.fna
bacteria20666,GCA_003153775.1,3.13,98.06451612903226,1.2903225806451613,Syntrophaceae bacterium,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,bacteria20666.fna
bacteria20672,GCA_003153955.1,2.09,80.88508850885088,0.9900990099009901,Dehalococcoidia bacterium,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,bacteria20672.fna
bacteria20675,GCA_003154025.1,5.73,88.50486431131594,5.161290322580645,Syntrophaceae bacterium,d__Bacteria;p__Desulfobacterota;c__BSN033;o__;f__;g__;s__,bacteria20675.fna
bacteria20678,GCA_003154095.1,8.66,87.3031233998976,2.096774193548387,Myxococcales bacterium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__,bacteria20678.fna
bacteria20685,GCA_003154255.1,3.48,74.50261158594492,1.7806267806267804,Candidatus Aminicenantes bacterium,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__,bacteria20685.fna
bacteria20689,GCA_003154355.1,4.05,71.84065459321214,5.522914218566393,Opitutae bacterium,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__,bacteria20689.fna
bacteria20692,GCA_003154455.1,2.07,85.06350635063507,2.9702970297029703,Dehalococcoidia bacterium,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,bacteria20692.fna
